Time stamp;Contador;RSSI_DL;PSR;Status LED NodeMCU; Status LED Esp
Thu Feb  3 09:58:24 2022 ; 45 ;; 15.56 ;;
Thu Feb  3 09:58:25 2022 ; 46 ;; 15.22 ;;
Thu Feb  3 09:58:26 2022 ; 47 ;; 14.89 ;;
Thu Feb  3 09:58:27 2022 ; 48 ;; 14.58 ;;
Thu Feb  3 09:58:28 2022 ; 49 ;; 14.29 ;;
Thu Feb  3 09:58:29 2022 ; 50 ;; 14.0 ;;
Thu Feb  3 09:58:30 2022 ; 51 ;; 13.73 ;;
Thu Feb  3 09:58:31 2022 ; 52 ;; 13.46 ;;
Thu Feb  3 09:58:32 2022 ; 53 ;; 13.21 ;;
Thu Feb  3 09:58:33 2022 ; 54 ;; 12.96 ;;
Thu Feb  3 09:58:34 2022 ; 55 ;; 12.73 ;;
Thu Feb  3 09:58:35 2022 ; 56 ;; 12.5 ;;
Thu Feb  3 09:58:36 2022 ; 57 ;; 12.28 ;;
Thu Feb  3 09:58:37 2022 ; 58 ;; 12.07 ;;
Thu Feb  3 09:58:38 2022 ; 59 ;; 11.86 ;;
Thu Feb  3 09:58:39 2022 ; 60 ;; 11.67 ;;
Thu Feb  3 09:58:40 2022 ; 61 ;; 11.48 ;;
Thu Feb  3 09:58:41 2022 ; 62 ;; 11.29 ;;
Thu Feb  3 09:58:42 2022 ; 63 ;; 11.11 ;;
Thu Feb  3 09:58:43 2022 ; 64 ;; 10.94 ;;
Thu Feb  3 09:58:44 2022 ; 65 ;; 10.77 ;;
Thu Feb  3 09:58:45 2022 ; 66 ;; 10.61 ;;
Thu Feb  3 09:58:46 2022 ; 67 ;; 10.45 ;;
Thu Feb  3 09:58:47 2022 ; 68 ;; 10.29 ;;
Thu Feb  3 09:58:56 2022 ; 83 ;; 25.3 ;;
Thu Feb  3 09:58:57 2022 ; 84 ;; 25.0 ;;
Thu Feb  3 09:58:58 2022 ; 85 ;; 24.71 ;;
Thu Feb  3 09:58:59 2022 ; 86 ;; 24.42 ;;
Thu Feb  3 09:59:01 2022 ; 89 ;; 25.84 ;;
Thu Feb  3 09:59:02 2022 ; 90 ;; 25.56 ;;
Thu Feb  3 09:59:03 2022 ; 91 ;; 25.27 ;;
Thu Feb  3 09:59:04 2022 ; 92 ;; 25.0 ;;
Thu Feb  3 09:59:05 2022 ; 93 ;; 24.73 ;;
Thu Feb  3 09:59:06 2022 ; 94 ;; 24.47 ;;
Thu Feb  3 09:59:08 2022 ; 95 ;; 24.21 ;;
Thu Feb  3 09:59:09 2022 ; 96 ;; 23.96 ;;
Thu Feb  3 09:59:10 2022 ; 97 ;; 23.71 ;;
Thu Feb  3 09:59:11 2022 ; 98 ;; 23.47 ;;
Thu Feb  3 09:59:12 2022 ; 99 ;; 23.23 ;;
Thu Feb  3 09:59:13 2022 ; 100 ;; 23.0 ;;
Thu Feb  3 09:59:14 2022 ; 101 ;; 22.77 ;;
Thu Feb  3 09:59:15 2022 ; 102 ;; 22.55 ;;
Thu Feb  3 09:59:16 2022 ; 103 ;; 22.33 ;;
Thu Feb  3 09:59:17 2022 ; 104 ;; 22.12 ;;
Thu Feb  3 09:59:18 2022 ; 105 ;; 21.9 ;;
Thu Feb  3 09:59:19 2022 ; 106 ;; 21.7 ;;
Thu Feb  3 09:59:20 2022 ; 107 ;; 21.5 ;;
Thu Feb  3 09:59:21 2022 ; 108 ;; 21.3 ;;
Thu Feb  3 09:59:22 2022 ; 109 ;; 21.1 ;;
Thu Feb  3 09:59:26 2022 ; 115 ;; 24.35 ;;
Thu Feb  3 09:59:27 2022 ; 116 ;; 24.14 ;;
Thu Feb  3 09:59:28 2022 ; 117 ;; 23.93 ;;
Thu Feb  3 09:59:29 2022 ; 118 ;; 23.73 ;;
Thu Feb  3 09:59:30 2022 ; 119 ;; 23.53 ;;
Thu Feb  3 09:59:31 2022 ; 120 ;; 23.33 ;;
Thu Feb  3 09:59:32 2022 ; 121 ;; 23.14 ;;
Thu Feb  3 09:59:33 2022 ; 122 ;; 22.95 ;;
Thu Feb  3 09:59:34 2022 ; 123 ;; 22.76 ;;
Thu Feb  3 09:59:35 2022 ; 124 ;; 22.58 ;;
Thu Feb  3 09:59:36 2022 ; 125 ;; 22.4 ;;
Thu Feb  3 09:59:37 2022 ; 126 ;; 22.22 ;;
Thu Feb  3 09:59:38 2022 ; 127 ;; 22.05 ;;
Thu Feb  3 09:59:39 2022 ; 128 ;; 21.88 ;;
Thu Feb  3 09:59:40 2022 ; 129 ;; 21.71 ;;
Thu Feb  3 09:59:41 2022 ; 130 ;; 21.54 ;;
Thu Feb  3 09:59:42 2022 ; 131 ;; 21.37 ;;
Thu Feb  3 09:59:43 2022 ; 132 ;; 21.21 ;;
Thu Feb  3 09:59:44 2022 ; 133 ;; 21.05 ;;
Thu Feb  3 09:59:45 2022 ; 134 ;; 20.9 ;;
Thu Feb  3 09:59:46 2022 ; 135 ;; 20.74 ;;
Thu Feb  3 09:59:47 2022 ; 136 ;; 20.59 ;;
Thu Feb  3 09:59:48 2022 ; 137 ;; 20.44 ;;
Thu Feb  3 09:59:49 2022 ; 138 ;; 20.29 ;;
Thu Feb  3 09:59:50 2022 ; 139 ;; 20.14 ;;
Thu Feb  3 09:59:52 2022 ; 140 ;; 20.0 ;;
Thu Feb  3 09:59:53 2022 ; 141 ;; 19.86 ;;
Thu Feb  3 09:59:54 2022 ; 142 ;; 19.72 ;;
Thu Feb  3 09:59:55 2022 ; 143 ;; 19.58 ;;
Thu Feb  3 09:59:56 2022 ; 144 ;; 19.44 ;;
Thu Feb  3 09:59:57 2022 ; 145 ;; 19.31 ;;
Thu Feb  3 09:59:58 2022 ; 146 ;; 19.18 ;;
Thu Feb  3 09:59:59 2022 ; 147 ;; 19.05 ;;
Thu Feb  3 10:00:00 2022 ; 148 ;; 18.92 ;;
Thu Feb  3 10:00:01 2022 ; 149 ;; 18.79 ;;
Thu Feb  3 10:00:02 2022 ; 150 ;; 18.67 ;;
Thu Feb  3 10:00:03 2022 ; 151 ;; 18.54 ;;
Thu Feb  3 10:00:04 2022 ; 152 ;; 18.42 ;;
Thu Feb  3 10:00:05 2022 ; 153 ;; 18.3 ;;
Thu Feb  3 10:00:06 2022 ; 154 ;; 18.18 ;;
Thu Feb  3 10:00:07 2022 ; 155 ;; 18.06 ;;
Thu Feb  3 10:00:08 2022 ; 156 ;; 17.95 ;;
Thu Feb  3 10:00:09 2022 ; 157 ;; 17.83 ;;
Thu Feb  3 10:00:10 2022 ; 158 ;; 17.72 ;;
Thu Feb  3 10:00:11 2022 ; 159 ;; 17.61 ;;
Thu Feb  3 10:00:12 2022 ; 160 ;; 17.5 ;;
Thu Feb  3 10:00:13 2022 ; 161 ;; 17.39 ;;
Thu Feb  3 10:00:14 2022 ; 162 ;; 17.28 ;;
Thu Feb  3 10:00:15 2022 ; 163 ;; 17.18 ;;
Thu Feb  3 10:00:16 2022 ; 164 ;; 17.07 ;;
Thu Feb  3 10:00:17 2022 ; 165 ;; 16.97 ;;
Thu Feb  3 10:00:18 2022 ; 166 ;; 16.87 ;;
Thu Feb  3 10:00:19 2022 ; 167 ;; 16.77 ;;
Thu Feb  3 10:00:20 2022 ; 168 ;; 16.67 ;;
Thu Feb  3 10:00:21 2022 ; 169 ;; 16.57 ;;
Thu Feb  3 10:00:22 2022 ; 170 ;; 16.47 ;;
Thu Feb  3 10:00:23 2022 ; 171 ;; 16.37 ;;
Thu Feb  3 10:00:25 2022 ; 172 ;; 16.28 ;;
Thu Feb  3 10:00:26 2022 ; 173 ;; 16.18 ;;
Thu Feb  3 10:00:27 2022 ; 174 ;; 16.09 ;;
Thu Feb  3 10:00:28 2022 ; 175 ;; 16.0 ;;
Thu Feb  3 10:00:29 2022 ; 176 ;; 15.91 ;;
Thu Feb  3 10:00:30 2022 ; 177 ;; 15.82 ;;
Thu Feb  3 10:00:31 2022 ; 178 ;; 15.73 ;;
Thu Feb  3 10:00:32 2022 ; 179 ;; 15.64 ;;
Thu Feb  3 10:00:33 2022 ; 180 ;; 15.56 ;;
Thu Feb  3 10:00:34 2022 ; 181 ;; 15.47 ;;
Thu Feb  3 10:00:35 2022 ; 182 ;; 15.38 ;;
Thu Feb  3 10:00:36 2022 ; 183 ;; 15.3 ;;
Thu Feb  3 10:00:37 2022 ; 184 ;; 15.22 ;;
Thu Feb  3 10:00:38 2022 ; 185 ;; 15.14 ;;
Thu Feb  3 10:00:39 2022 ; 186 ;; 15.05 ;;
Thu Feb  3 10:00:40 2022 ; 187 ;; 14.97 ;;
Thu Feb  3 10:00:41 2022 ; 188 ;; 14.89 ;;
Thu Feb  3 10:00:42 2022 ; 189 ;; 14.81 ;;
Thu Feb  3 10:00:43 2022 ; 190 ;; 14.74 ;;
Thu Feb  3 10:00:44 2022 ; 191 ;; 14.66 ;;
Thu Feb  3 10:00:45 2022 ; 192 ;; 14.58 ;;
Thu Feb  3 10:00:46 2022 ; 193 ;; 14.51 ;;
Thu Feb  3 10:00:47 2022 ; 194 ;; 14.43 ;;
Thu Feb  3 10:00:48 2022 ; 195 ;; 14.36 ;;
Thu Feb  3 10:00:49 2022 ; 196 ;; 14.29 ;;
Thu Feb  3 10:00:50 2022 ; 197 ;; 14.21 ;;
Thu Feb  3 10:00:51 2022 ; 198 ;; 14.14 ;;
Thu Feb  3 10:00:52 2022 ; 199 ;; 14.07 ;;
Thu Feb  3 10:00:53 2022 ; 200 ;; 14.0 ;;
Thu Feb  3 10:00:54 2022 ; 201 ;; 13.93 ;;
Thu Feb  3 10:00:55 2022 ; 202 ;; 13.86 ;;
Thu Feb  3 10:00:56 2022 ; 203 ;; 13.79 ;;
Thu Feb  3 10:00:57 2022 ; 204 ;; 13.73 ;;
Thu Feb  3 10:00:58 2022 ; 205 ;; 13.66 ;;
Thu Feb  3 10:00:59 2022 ; 206 ;; 13.59 ;;
Thu Feb  3 10:01:01 2022 ; 207 ;; 13.53 ;;
Thu Feb  3 10:01:02 2022 ; 208 ;; 13.46 ;;
Thu Feb  3 10:01:03 2022 ; 209 ;; 13.4 ;;
Thu Feb  3 10:01:04 2022 ; 210 ;; 13.33 ;;
Thu Feb  3 10:01:05 2022 ; 211 ;; 13.27 ;;
Thu Feb  3 10:01:06 2022 ; 212 ;; 13.21 ;;
Thu Feb  3 10:01:07 2022 ; 213 ;; 13.15 ;;
Thu Feb  3 10:01:08 2022 ; 214 ;; 13.08 ;;
Thu Feb  3 10:01:09 2022 ; 215 ;; 13.02 ;;
Thu Feb  3 10:01:10 2022 ; 216 ;; 12.96 ;;
Thu Feb  3 10:01:11 2022 ; 217 ;; 12.9 ;;
Thu Feb  3 10:01:12 2022 ; 218 ;; 12.84 ;;
Thu Feb  3 10:01:13 2022 ; 219 ;; 12.79 ;;
Thu Feb  3 10:01:14 2022 ; 220 ;; 12.73 ;;
Thu Feb  3 10:01:15 2022 ; 221 ;; 12.67 ;;
Thu Feb  3 10:01:16 2022 ; 222 ;; 12.61 ;;
Thu Feb  3 10:01:17 2022 ; 223 ;; 12.56 ;;
Thu Feb  3 10:01:18 2022 ; 224 ;; 12.5 ;;
Thu Feb  3 10:01:19 2022 ; 225 ;; 12.44 ;;
Thu Feb  3 10:01:20 2022 ; 226 ;; 12.39 ;;
Thu Feb  3 10:01:22 2022 ; 228 ;; 12.72 ;;
Thu Feb  3 10:01:23 2022 ; 229 ;; 12.66 ;;
Thu Feb  3 10:01:24 2022 ; 230 ;; 12.61 ;;
Thu Feb  3 10:01:25 2022 ; 231 ;; 12.55 ;;
Thu Feb  3 10:01:26 2022 ; 232 ;; 12.5 ;;
Thu Feb  3 10:01:27 2022 ; 233 ;; 12.45 ;;
Thu Feb  3 10:01:28 2022 ; 234 ;; 12.39 ;;
Thu Feb  3 10:01:29 2022 ; 235 ;; 12.34 ;;
Thu Feb  3 10:01:30 2022 ; 236 ;; 12.29 ;;
Thu Feb  3 10:01:31 2022 ; 237 ;; 12.24 ;;
Thu Feb  3 10:01:32 2022 ; 238 ;; 12.18 ;;
Thu Feb  3 10:01:33 2022 ; 239 ;; 12.13 ;;
Thu Feb  3 10:01:34 2022 ; 240 ;; 12.08 ;;
Thu Feb  3 10:01:35 2022 ; 241 ;; 12.03 ;;
Thu Feb  3 10:01:36 2022 ; 242 ;; 11.98 ;;
Thu Feb  3 10:01:37 2022 ; 243 ;; 11.93 ;;
Thu Feb  3 10:01:38 2022 ; 244 ;; 11.89 ;;
Thu Feb  3 10:01:39 2022 ; 245 ;; 11.84 ;;
Thu Feb  3 10:01:40 2022 ; 246 ;; 11.79 ;;
Thu Feb  3 10:01:41 2022 ; 247 ;; 11.74 ;;
Thu Feb  3 10:01:42 2022 ; 248 ;; 11.69 ;;
Thu Feb  3 10:01:43 2022 ; 249 ;; 11.65 ;;
Thu Feb  3 10:01:45 2022 ; 250 ;; 11.6 ;;
Thu Feb  3 10:01:46 2022 ; 251 ;; 11.55 ;;
Thu Feb  3 10:01:47 2022 ; 252 ;; 11.51 ;;
Thu Feb  3 10:01:48 2022 ; 253 ;; 11.46 ;;
Thu Feb  3 10:01:49 2022 ; 254 ;; 11.42 ;;
Thu Feb  3 10:01:50 2022 ; 255 ;; 11.37 ;;
Thu Feb  3 10:01:51 2022 ; 256 ;; 11.33 ;;
Thu Feb  3 10:01:52 2022 ; 257 ;; 11.28 ;;
Thu Feb  3 10:01:53 2022 ; 258 ;; 11.24 ;;
Thu Feb  3 10:01:54 2022 ; 259 ;; 11.2 ;;
Thu Feb  3 10:01:55 2022 ; 260 ;; 11.15 ;;
Thu Feb  3 10:01:56 2022 ; 261 ;; 11.11 ;;
Thu Feb  3 10:01:57 2022 ; 262 ;; 11.07 ;;
Thu Feb  3 10:01:58 2022 ; 263 ;; 11.03 ;;
Thu Feb  3 10:01:59 2022 ; 264 ;; 10.98 ;;
Thu Feb  3 10:02:00 2022 ; 265 ;; 10.94 ;;
Thu Feb  3 10:02:01 2022 ; 266 ;; 10.9 ;;
Thu Feb  3 10:02:02 2022 ; 267 ;; 10.86 ;;
Thu Feb  3 10:02:03 2022 ; 268 ;; 10.82 ;;
Thu Feb  3 10:02:04 2022 ; 269 ;; 10.78 ;;
Thu Feb  3 10:02:05 2022 ; 270 ;; 10.74 ;;
Thu Feb  3 10:02:06 2022 ; 271 ;; 10.7 ;;
Thu Feb  3 10:02:07 2022 ; 272 ;; 10.66 ;;
Thu Feb  3 10:02:08 2022 ; 273 ;; 10.62 ;;
Thu Feb  3 10:02:09 2022 ; 274 ;; 10.58 ;;
Thu Feb  3 10:02:10 2022 ; 275 ;; 10.55 ;;
Thu Feb  3 10:02:11 2022 ; 276 ;; 10.51 ;;
Thu Feb  3 10:02:12 2022 ; 277 ;; 10.47 ;;
Thu Feb  3 10:02:13 2022 ; 278 ;; 10.43 ;;
Thu Feb  3 10:02:14 2022 ; 279 ;; 10.39 ;;
Thu Feb  3 10:02:15 2022 ; 280 ;; 10.36 ;;
Thu Feb  3 10:02:17 2022 ; 281 ;; 10.32 ;;
Thu Feb  3 10:02:18 2022 ; 282 ;; 10.28 ;;
Thu Feb  3 10:02:19 2022 ; 283 ;; 10.25 ;;
Thu Feb  3 10:02:20 2022 ; 284 ;; 10.21 ;;
Thu Feb  3 10:02:21 2022 ; 285 ;; 10.18 ;;
Thu Feb  3 10:02:22 2022 ; 286 ;; 10.14 ;;
Thu Feb  3 10:02:23 2022 ; 287 ;; 10.1 ;;
Thu Feb  3 10:02:24 2022 ; 288 ;; 10.07 ;;
Thu Feb  3 10:02:25 2022 ; 289 ;; 10.03 ;;
Thu Feb  3 10:02:26 2022 ; 290 ;; 10.0 ;;
Thu Feb  3 10:02:27 2022 ; 291 ;; 9.97 ;;
Thu Feb  3 10:02:28 2022 ; 292 ;; 9.93 ;;
Thu Feb  3 10:02:29 2022 ; 293 ;; 9.9 ;;
Thu Feb  3 10:02:30 2022 ; 294 ;; 9.86 ;;
Thu Feb  3 10:02:31 2022 ; 295 ;; 9.83 ;;
Thu Feb  3 10:02:32 2022 ; 296 ;; 9.8 ;;
Thu Feb  3 10:02:33 2022 ; 297 ;; 9.76 ;;
Thu Feb  3 10:02:34 2022 ; 298 ;; 9.73 ;;
Thu Feb  3 10:02:35 2022 ; 299 ;; 9.7 ;;
Thu Feb  3 10:02:36 2022 ; 300 ;; 9.67 ;;
Thu Feb  3 10:02:37 2022 ; 301 ;; 9.63 ;;
Thu Feb  3 10:02:38 2022 ; 302 ;; 9.6 ;;
Thu Feb  3 10:02:39 2022 ; 303 ;; 9.57 ;;
Thu Feb  3 10:02:40 2022 ; 304 ;; 9.54 ;;
Thu Feb  3 10:02:41 2022 ; 305 ;; 9.51 ;;
Thu Feb  3 10:02:42 2022 ; 306 ;; 9.48 ;;
Thu Feb  3 10:02:43 2022 ; 307 ;; 9.45 ;;
Thu Feb  3 10:02:44 2022 ; 308 ;; 9.42 ;;
Thu Feb  3 10:02:45 2022 ; 309 ;; 9.39 ;;
Thu Feb  3 10:02:46 2022 ; 310 ;; 9.35 ;;
Thu Feb  3 10:02:47 2022 ; 311 ;; 9.32 ;;
Thu Feb  3 10:02:48 2022 ; 312 ;; 9.29 ;;
Thu Feb  3 10:02:49 2022 ; 313 ;; 9.27 ;;
Thu Feb  3 10:02:51 2022 ; 314 ;; 9.24 ;;
Thu Feb  3 10:02:52 2022 ; 315 ;; 9.21 ;;
Thu Feb  3 10:02:53 2022 ; 316 ;; 9.18 ;;
Thu Feb  3 10:02:54 2022 ; 317 ;; 9.15 ;;
Thu Feb  3 10:02:55 2022 ; 318 ;; 9.12 ;;
Thu Feb  3 10:02:56 2022 ; 319 ;; 9.09 ;;
Thu Feb  3 10:02:57 2022 ; 320 ;; 9.06 ;;
Thu Feb  3 10:02:58 2022 ; 321 ;; 9.03 ;;
Thu Feb  3 10:02:59 2022 ; 322 ;; 9.01 ;;
Thu Feb  3 10:03:00 2022 ; 323 ;; 8.98 ;;
Thu Feb  3 10:03:01 2022 ; 324 ;; 8.95 ;;
Thu Feb  3 10:03:02 2022 ; 325 ;; 8.92 ;;
Thu Feb  3 10:03:03 2022 ; 326 ;; 8.9 ;;
Thu Feb  3 10:03:04 2022 ; 327 ;; 8.87 ;;
Thu Feb  3 10:03:05 2022 ; 328 ;; 8.84 ;;
Thu Feb  3 10:03:06 2022 ; 329 ;; 8.81 ;;
Thu Feb  3 10:03:07 2022 ; 330 ;; 8.79 ;;
Thu Feb  3 10:03:08 2022 ; 331 ;; 8.76 ;;
Thu Feb  3 10:03:09 2022 ; 332 ;; 8.73 ;;
Thu Feb  3 10:03:10 2022 ; 333 ;; 8.71 ;;
Thu Feb  3 10:03:11 2022 ; 334 ;; 8.68 ;;
Thu Feb  3 10:03:12 2022 ; 335 ;; 8.66 ;;
Thu Feb  3 10:03:13 2022 ; 336 ;; 8.63 ;;
Thu Feb  3 10:03:14 2022 ; 337 ;; 8.61 ;;
Thu Feb  3 10:03:15 2022 ; 338 ;; 8.58 ;;
Thu Feb  3 10:03:16 2022 ; 339 ;; 8.55 ;;
Thu Feb  3 10:03:17 2022 ; 340 ;; 8.53 ;;
Thu Feb  3 10:03:18 2022 ; 341 ;; 8.5 ;;
Thu Feb  3 10:03:19 2022 ; 342 ;; 8.48 ;;
Thu Feb  3 10:03:20 2022 ; 343 ;; 8.45 ;;
Thu Feb  3 10:03:21 2022 ; 344 ;; 8.43 ;;
Thu Feb  3 10:03:22 2022 ; 345 ;; 8.41 ;;
Thu Feb  3 10:03:23 2022 ; 346 ;; 8.38 ;;
Thu Feb  3 10:03:24 2022 ; 347 ;; 8.36 ;;
Thu Feb  3 10:03:26 2022 ; 348 ;; 8.33 ;;
Thu Feb  3 10:03:27 2022 ; 349 ;; 8.31 ;;
Thu Feb  3 10:03:28 2022 ; 350 ;; 8.29 ;;
Thu Feb  3 10:03:29 2022 ; 351 ;; 8.26 ;;
Thu Feb  3 10:03:30 2022 ; 352 ;; 8.24 ;;
Thu Feb  3 10:03:31 2022 ; 353 ;; 8.22 ;;
Thu Feb  3 10:03:32 2022 ; 354 ;; 8.19 ;;
Thu Feb  3 10:03:33 2022 ; 355 ;; 8.17 ;;
Thu Feb  3 10:03:34 2022 ; 356 ;; 8.15 ;;
Thu Feb  3 10:03:35 2022 ; 357 ;; 8.12 ;;
Thu Feb  3 10:03:36 2022 ; 358 ;; 8.1 ;;
Thu Feb  3 10:03:37 2022 ; 359 ;; 8.08 ;;
Thu Feb  3 10:03:38 2022 ; 360 ;; 8.06 ;;
Thu Feb  3 10:03:39 2022 ; 361 ;; 8.03 ;;
Thu Feb  3 10:03:40 2022 ; 362 ;; 8.01 ;;
Thu Feb  3 10:03:41 2022 ; 363 ;; 7.99 ;;
Thu Feb  3 10:03:42 2022 ; 364 ;; 7.97 ;;
Thu Feb  3 10:03:43 2022 ; 365 ;; 7.95 ;;
Thu Feb  3 10:03:44 2022 ; 366 ;; 7.92 ;;
Thu Feb  3 10:03:45 2022 ; 367 ;; 7.9 ;;
Thu Feb  3 10:03:46 2022 ; 368 ;; 7.88 ;;
Thu Feb  3 10:03:47 2022 ; 369 ;; 7.86 ;;
Thu Feb  3 10:03:48 2022 ; 370 ;; 7.84 ;;
Thu Feb  3 10:03:49 2022 ; 371 ;; 7.82 ;;
Thu Feb  3 10:03:50 2022 ; 372 ;; 7.8 ;;
Thu Feb  3 10:03:51 2022 ; 373 ;; 7.77 ;;
Thu Feb  3 10:03:52 2022 ; 374 ;; 7.75 ;;
Thu Feb  3 10:03:53 2022 ; 375 ;; 7.73 ;;
Thu Feb  3 10:03:55 2022 ; 376 ;; 7.71 ;;
Thu Feb  3 10:03:56 2022 ; 377 ;; 7.69 ;;
Thu Feb  3 10:03:57 2022 ; 378 ;; 7.67 ;;
Thu Feb  3 10:03:58 2022 ; 379 ;; 7.65 ;;
Thu Feb  3 10:03:59 2022 ; 380 ;; 7.63 ;;
Thu Feb  3 10:04:00 2022 ; 381 ;; 7.61 ;;
Thu Feb  3 10:04:01 2022 ; 382 ;; 7.59 ;;
Thu Feb  3 10:04:02 2022 ; 383 ;; 7.57 ;;
Thu Feb  3 10:04:03 2022 ; 384 ;; 7.55 ;;
Thu Feb  3 10:04:04 2022 ; 385 ;; 7.53 ;;
Thu Feb  3 10:04:05 2022 ; 386 ;; 7.51 ;;
Thu Feb  3 10:04:06 2022 ; 387 ;; 7.49 ;;
Thu Feb  3 10:04:07 2022 ; 388 ;; 7.47 ;;
Thu Feb  3 10:04:08 2022 ; 389 ;; 7.46 ;;
Thu Feb  3 10:04:09 2022 ; 390 ;; 7.44 ;;
Thu Feb  3 10:04:10 2022 ; 391 ;; 7.42 ;;
Thu Feb  3 10:04:11 2022 ; 392 ;; 7.4 ;;
Thu Feb  3 10:04:12 2022 ; 393 ;; 7.38 ;;
Thu Feb  3 10:04:13 2022 ; 394 ;; 7.36 ;;
Thu Feb  3 10:04:14 2022 ; 395 ;; 7.34 ;;
Thu Feb  3 10:04:15 2022 ; 396 ;; 7.32 ;;
Thu Feb  3 10:04:16 2022 ; 397 ;; 7.3 ;;
Thu Feb  3 10:04:17 2022 ; 398 ;; 7.29 ;;
Thu Feb  3 10:04:18 2022 ; 399 ;; 7.27 ;;
Thu Feb  3 10:04:19 2022 ; 400 ;; 7.25 ;;
Thu Feb  3 10:04:20 2022 ; 401 ;; 7.23 ;;
Thu Feb  3 10:04:21 2022 ; 402 ;; 7.21 ;;
Thu Feb  3 10:04:22 2022 ; 403 ;; 7.2 ;;
Thu Feb  3 10:04:23 2022 ; 404 ;; 7.18 ;;
Thu Feb  3 10:04:25 2022 ; 405 ;; 7.16 ;;
Thu Feb  3 10:04:26 2022 ; 406 ;; 7.14 ;;
Thu Feb  3 10:04:27 2022 ; 407 ;; 7.13 ;;
Thu Feb  3 10:04:28 2022 ; 408 ;; 7.11 ;;
Thu Feb  3 10:04:29 2022 ; 409 ;; 7.09 ;;
Thu Feb  3 10:04:30 2022 ; 410 ;; 7.07 ;;
Thu Feb  3 10:04:31 2022 ; 411 ;; 7.06 ;;
Thu Feb  3 10:04:32 2022 ; 412 ;; 7.04 ;;
Thu Feb  3 10:04:33 2022 ; 413 ;; 7.02 ;;
Thu Feb  3 10:04:34 2022 ; 414 ;; 7.0 ;;
Thu Feb  3 10:04:35 2022 ; 415 ;; 6.99 ;;
Thu Feb  3 10:04:36 2022 ; 416 ;; 6.97 ;;
Thu Feb  3 10:04:37 2022 ; 417 ;; 6.95 ;;
Thu Feb  3 10:04:38 2022 ; 418 ;; 6.94 ;;
Thu Feb  3 10:04:39 2022 ; 419 ;; 6.92 ;;
Thu Feb  3 10:04:40 2022 ; 420 ;; 6.9 ;;
Thu Feb  3 10:04:41 2022 ; 421 ;; 6.89 ;;
Thu Feb  3 10:04:42 2022 ; 422 ;; 6.87 ;;
Thu Feb  3 10:04:43 2022 ; 423 ;; 6.86 ;;
Thu Feb  3 10:04:44 2022 ; 424 ;; 6.84 ;;
Thu Feb  3 10:04:45 2022 ; 425 ;; 6.82 ;;
Thu Feb  3 10:04:46 2022 ; 426 ;; 6.81 ;;
