1 ; -56.0 ; 100.0
2 ; -56.0 ; 100.0
3 ; -58.0 ; 100.0
4 ; -58.0 ; 100.0
5 ; -56.0 ; 100.0
6 ; -62.0 ; 100.0
7 ; -58.0 ; 100.0
8 ; -54.0 ; 100.0
9 ; -57.0 ; 100.0
10 ; -58.0 ; 100.0
11 ; -59.0 ; 100.0
12 ; -58.0 ; 100.0
13 ; -58.0 ; 100.0
14 ; -59.0 ; 100.0
15 ; -56.0 ; 100.0
16 ; -58.0 ; 100.0
17 ; -57.0 ; 100.0
18 ; -57.0 ; 100.0
19 ; -60.0 ; 100.0
20 ; -58.0 ; 100.0
21 ; -59.0 ; 100.0
22 ; -61.0 ; 100.0
23 ; -59.0 ; 100.0
24 ; -59.0 ; 100.0
25 ; -58.0 ; 100.0
26 ; -58.0 ; 100.0
27 ; -59.0 ; 100.0
28 ; -59.0 ; 100.0
29 ; -58.0 ; 100.0
30 ; -57.0 ; 100.0
31 ; -61.0 ; 100.0
32 ; -60.0 ; 100.0
33 ; -64.0 ; 100.0
34 ; -62.0 ; 100.0
35 ; -64.0 ; 100.0
36 ; -63.0 ; 100.0
37 ; -62.0 ; 100.0
38 ; -61.0 ; 100.0
39 ; -61.0 ; 100.0
40 ; -62.0 ; 100.0
41 ; -60.0 ; 100.0
42 ; -61.0 ; 100.0
43 ; -61.0 ; 100.0
44 ; -63.0 ; 100.0
45 ; -63.0 ; 100.0
46 ; -62.0 ; 100.0
47 ; -63.0 ; 100.0
48 ; -62.0 ; 100.0
49 ; -60.0 ; 100.0
50 ; -61.0 ; 100.0
51 ; -61.0 ; 100.0
52 ; -60.0 ; 100.0
53 ; -60.0 ; 100.0
54 ; -60.0 ; 100.0
55 ; -60.0 ; 100.0
56 ; -61.0 ; 100.0
57 ; -61.0 ; 100.0
58 ; -60.0 ; 100.0
59 ; -60.0 ; 100.0
60 ; -62.0 ; 100.0
61 ; -59.0 ; 100.0
62 ; -61.0 ; 100.0
63 ; -63.0 ; 100.0
64 ; -59.0 ; 100.0
65 ; -59.0 ; 100.0
66 ; -60.0 ; 100.0
67 ; -60.0 ; 100.0
68 ; -57.0 ; 100.0
69 ; -61.0 ; 100.0
70 ; -61.0 ; 100.0
71 ; -59.0 ; 100.0
72 ; -59.0 ; 100.0
73 ; -57.0 ; 100.0
74 ; -59.0 ; 100.0
75 ; -60.0 ; 100.0
76 ; -61.0 ; 100.0
77 ; -59.0 ; 100.0
78 ; -60.0 ; 100.0
79 ; -60.0 ; 100.0
80 ; -60.0 ; 100.0
81 ; -59.0 ; 100.0
82 ; -58.0 ; 100.0
83 ; -60.0 ; 100.0
84 ; -61.0 ; 100.0
85 ; -63.0 ; 100.0
86 ; -62.0 ; 100.0
87 ; -62.0 ; 100.0
88 ; -62.0 ; 100.0
89 ; -62.0 ; 100.0
90 ; -62.0 ; 100.0
91 ; -62.0 ; 100.0
92 ; -61.0 ; 100.0
93 ; -61.0 ; 100.0
94 ; -61.0 ; 100.0
95 ; -61.0 ; 100.0
96 ; -59.0 ; 100.0
97 ; -60.0 ; 100.0
98 ; -62.0 ; 100.0
99 ; -62.0 ; 100.0
100 ; -60.0 ; 100.0
101 ; -60.0 ; 100.0
102 ; -65.0 ; 100.0
103 ;; 99.03
104 ; -66.0 ; 99.04
105 ; -66.0 ; 99.05
106 ; -65.0 ; 99.06
107 ; -67.0 ; 99.07
108 ; -65.0 ; 99.07
109 ; -64.0 ; 99.08
110 ; -64.0 ; 99.09
111 ; -58.0 ; 99.1
112 ; -57.0 ; 99.11
113 ; -60.0 ; 99.12
114 ; -56.0 ; 99.12
115 ; -56.0 ; 99.13
116 ; -61.0 ; 99.14
117 ; -61.0 ; 99.15
118 ; -61.0 ; 99.15
119 ; -62.0 ; 99.16
120 ; -60.0 ; 99.17
121 ; -59.0 ; 99.17
122 ; -59.0 ; 99.18
123 ; -57.0 ; 99.19
124 ; -60.0 ; 99.19
125 ; -58.0 ; 99.2
126 ; -59.0 ; 99.21
127 ; -60.0 ; 99.21
128 ; -60.0 ; 99.22
129 ; -62.0 ; 99.22
130 ; -61.0 ; 99.23
131 ; -61.0 ; 99.24
132 ; -59.0 ; 99.24
133 ; -58.0 ; 99.25
134 ; -60.0 ; 99.25
135 ;; 98.52
136 ; -59.0 ; 98.53
137 ; -60.0 ; 98.54
138 ; -66.0 ; 98.55
139 ; -64.0 ; 98.56
140 ; -65.0 ; 98.57
141 ; -62.0 ; 98.58
142 ; -60.0 ; 98.59
143 ; -58.0 ; 98.6
144 ; -57.0 ; 98.61
145 ; -56.0 ; 98.62
146 ; -63.0 ; 98.63
147 ; -65.0 ; 98.64
148 ; -64.0 ; 98.65
149 ; -63.0 ; 98.66
150 ; -61.0 ; 98.67
151 ; -60.0 ; 98.68
152 ; -60.0 ; 98.68
153 ; -61.0 ; 98.69
154 ; -61.0 ; 98.7
155 ; -60.0 ; 98.71
156 ; -59.0 ; 98.72
157 ; -62.0 ; 98.73
158 ; -60.0 ; 98.73
159 ; -58.0 ; 98.74
160 ; -55.0 ; 98.75
161 ; -54.0 ; 98.76
162 ; -56.0 ; 98.77
163 ; -54.0 ; 98.77
164 ; -59.0 ; 98.78
165 ; -59.0 ; 98.79
166 ; -59.0 ; 98.8
167 ; -57.0 ; 98.8
168 ; -56.0 ; 98.81
169 ; -55.0 ; 98.82
170 ; -57.0 ; 98.82
171 ; -60.0 ; 98.83
172 ; -56.0 ; 98.84
173 ; -58.0 ; 98.84
174 ; -59.0 ; 98.85
175 ; -54.0 ; 98.86
176 ; -55.0 ; 98.86
177 ; -62.0 ; 98.87
178 ; -57.0 ; 98.88
179 ; -60.0 ; 98.88
180 ; -57.0 ; 98.89
181 ; -55.0 ; 98.9
182 ; -60.0 ; 98.9
183 ; -61.0 ; 98.91
184 ; -58.0 ; 98.91
185 ; -56.0 ; 98.92
186 ; -60.0 ; 98.92
187 ; -63.0 ; 98.93
188 ; -63.0 ; 98.94
189 ; -63.0 ; 98.94
190 ; -55.0 ; 98.95
191 ; -56.0 ; 98.95
192 ; -57.0 ; 98.96
193 ; -55.0 ; 98.96
194 ; -58.0 ; 98.97
195 ; -55.0 ; 98.97
196 ; -59.0 ; 98.98
197 ; -62.0 ; 98.98
198 ; -62.0 ; 98.99
199 ; -62.0 ; 98.99
200 ; -61.0 ; 99.0
201 ; -55.0 ; 99.0
202 ; -56.0 ; 99.01
203 ; -58.0 ; 99.01
204 ; -57.0 ; 99.02
205 ; -58.0 ; 99.02
206 ; -58.0 ; 99.03
207 ; -57.0 ; 99.03
208 ; -60.0 ; 99.04
209 ; -60.0 ; 99.04
210 ; -60.0 ; 99.05
211 ; -61.0 ; 99.05
212 ; -60.0 ; 99.06
213 ; -59.0 ; 99.06
214 ; -58.0 ; 99.07
215 ; -58.0 ; 99.07
216 ; -58.0 ; 99.07
217 ; -58.0 ; 99.08
218 ; -58.0 ; 99.08
219 ; -60.0 ; 99.09
220 ; -59.0 ; 99.09
221 ; -61.0 ; 99.1
222 ; -60.0 ; 99.1
223 ; -61.0 ; 99.1
224 ; -65.0 ; 99.11
225 ; -66.0 ; 99.11
226 ; -65.0 ; 99.12
227 ; -64.0 ; 99.12
228 ; -60.0 ; 99.12
229 ; -59.0 ; 99.13
230 ; -59.0 ; 99.13
231 ; -61.0 ; 99.13
232 ; -59.0 ; 99.14
233 ; -57.0 ; 99.14
234 ; -60.0 ; 99.15
235 ; -61.0 ; 99.15
236 ; -58.0 ; 99.15
237 ; -62.0 ; 99.16
238 ; -62.0 ; 99.16
239 ; -65.0 ; 99.16
240 ; -62.0 ; 99.17
241 ; -62.0 ; 99.17
242 ; -63.0 ; 99.17
243 ; -61.0 ; 99.18
244 ; -61.0 ; 99.18
245 ; -60.0 ; 99.18
246 ; -61.0 ; 99.19
247 ; -62.0 ; 99.19
248 ; -61.0 ; 99.19
249 ; -61.0 ; 99.2
250 ; -61.0 ; 99.2
251 ; -61.0 ; 99.2
252 ; -60.0 ; 99.21
253 ; -60.0 ; 99.21
254 ; -58.0 ; 99.21
255 ; -58.0 ; 99.22
256 ; -59.0 ; 99.22
257 ; -61.0 ; 99.22
258 ; -61.0 ; 99.22
259 ; -62.0 ; 99.23
260 ; -60.0 ; 99.23
261 ; -61.0 ; 99.23
262 ; -60.0 ; 99.24
263 ; -63.0 ; 99.24
264 ; -62.0 ; 99.24
265 ; -62.0 ; 99.25
266 ; -59.0 ; 99.25
267 ; -59.0 ; 99.25
268 ; -58.0 ; 99.25
269 ; -58.0 ; 99.26
270 ; -59.0 ; 99.26
271 ; -55.0 ; 99.26
272 ; -57.0 ; 99.26
273 ; -57.0 ; 99.27
274 ; -56.0 ; 99.27
275 ; -58.0 ; 99.27
276 ; -56.0 ; 99.28
277 ; -58.0 ; 99.28
278 ; -58.0 ; 99.28
279 ; -57.0 ; 99.28
280 ; -57.0 ; 99.29
281 ; -57.0 ; 99.29
282 ; -56.0 ; 99.29
283 ; -60.0 ; 99.29
284 ; -61.0 ; 99.3
285 ; -61.0 ; 99.3
286 ; -61.0 ; 99.3
287 ; -60.0 ; 99.3
288 ; -60.0 ; 99.31
289 ; -59.0 ; 99.31
290 ; -59.0 ; 99.31
291 ; -59.0 ; 99.31
292 ; -59.0 ; 99.32
293 ; -59.0 ; 99.32
294 ; -58.0 ; 99.32
295 ; -57.0 ; 99.32
296 ; -58.0 ; 99.32
297 ; -58.0 ; 99.33
298 ; -57.0 ; 99.33
299 ; -57.0 ; 99.33
300 ; -57.0 ; 99.33
301 ; -55.0 ; 99.34
302 ; -55.0 ; 99.34
303 ; -57.0 ; 99.34
304 ; -55.0 ; 99.34
305 ; -54.0 ; 99.34
306 ; -58.0 ; 99.35
307 ; -58.0 ; 99.35
308 ; -55.0 ; 99.35
309 ; -57.0 ; 99.35
310 ; -58.0 ; 99.35
311 ; -59.0 ; 99.36
312 ; -61.0 ; 99.36
313 ; -53.0 ; 99.36
314 ; -57.0 ; 99.36
315 ; -56.0 ; 99.37
316 ; -55.0 ; 99.37
317 ; -54.0 ; 99.37
318 ; -57.0 ; 99.37
319 ; -59.0 ; 99.37
320 ; -57.0 ; 99.38
321 ; -56.0 ; 99.38
322 ; -59.0 ; 99.38
323 ; -57.0 ; 99.38
324 ; -59.0 ; 99.38
325 ; -58.0 ; 99.38
326 ; -54.0 ; 99.39
327 ; -57.0 ; 99.39
328 ; -56.0 ; 99.39
329 ; -58.0 ; 99.39
330 ; -58.0 ; 99.39
331 ; -57.0 ; 99.4
332 ; -61.0 ; 99.4
333 ; -62.0 ; 99.4
334 ; -63.0 ; 99.4
335 ; -59.0 ; 99.4
336 ; -59.0 ; 99.4
337 ; -60.0 ; 99.41
338 ; -62.0 ; 99.41
339 ; -56.0 ; 99.41
340 ; -57.0 ; 99.41
341 ; -55.0 ; 99.41
342 ; -56.0 ; 99.42
343 ; -56.0 ; 99.42
344 ; -59.0 ; 99.42
345 ; -63.0 ; 99.42
346 ; -61.0 ; 99.42
347 ; -60.0 ; 99.42
348 ; -63.0 ; 99.43
349 ; -59.0 ; 99.43
350 ; -60.0 ; 99.43
351 ; -61.0 ; 99.43
352 ; -61.0 ; 99.43
353 ; -58.0 ; 99.43
354 ; -59.0 ; 99.44
355 ; -56.0 ; 99.44
356 ; -59.0 ; 99.44
357 ; -58.0 ; 99.44
358 ; -59.0 ; 99.44
359 ; -60.0 ; 99.44
360 ; -60.0 ; 99.44
361 ; -60.0 ; 99.45
362 ; -59.0 ; 99.45
363 ; -57.0 ; 99.45
364 ; -59.0 ; 99.45
365 ; -60.0 ; 99.45
366 ; -62.0 ; 99.45
367 ; -61.0 ; 99.46
368 ; -55.0 ; 99.46
369 ; -53.0 ; 99.46
370 ; -55.0 ; 99.46
371 ; -59.0 ; 99.46
372 ; -58.0 ; 99.46
373 ; -55.0 ; 99.46
374 ; -59.0 ; 99.47
375 ; -58.0 ; 99.47
376 ; -60.0 ; 99.47
377 ; -52.0 ; 99.47
378 ; -41.0 ; 99.47
379 ; -42.0 ; 99.47
380 ; -41.0 ; 99.47
381 ; -42.0 ; 99.48
382 ; -47.0 ; 99.48
383 ; -51.0 ; 99.48
384 ; -48.0 ; 99.48
385 ; -50.0 ; 99.48
386 ; -49.0 ; 99.48
387 ; -53.0 ; 99.48
388 ; -50.0 ; 99.48
389 ; -47.0 ; 99.49
390 ; -53.0 ; 99.49
391 ; -53.0 ; 99.49
392 ; -51.0 ; 99.49
393 ; -53.0 ; 99.49
394 ; -48.0 ; 99.49
395 ; -45.0 ; 99.49
396 ; -42.0 ; 99.49
397 ; -45.0 ; 99.5
398 ; -47.0 ; 99.5
399 ; -49.0 ; 99.5
400 ; -43.0 ; 99.5
401 ; -43.0 ; 99.5
402 ; -52.0 ; 99.5
403 ; -44.0 ; 99.5
404 ; -51.0 ; 99.5
405 ; -44.0 ; 99.51
406 ; -46.0 ; 99.51
407 ; -47.0 ; 99.51
408 ; -54.0 ; 99.51
409 ; -58.0 ; 99.51
410 ; -55.0 ; 99.51
411 ; -45.0 ; 99.51
412 ; -42.0 ; 99.51
413 ; -41.0 ; 99.52
414 ; -38.0 ; 99.52
415 ; -40.0 ; 99.52
416 ; -39.0 ; 99.52
417 ; -39.0 ; 99.52
418 ; -43.0 ; 99.52
419 ; -44.0 ; 99.52
420 ; -42.0 ; 99.52
421 ; -44.0 ; 99.52
422 ; -43.0 ; 99.53
423 ; -51.0 ; 99.53
424 ; -37.0 ; 99.53
425 ; -48.0 ; 99.53
426 ; -50.0 ; 99.53
427 ; -49.0 ; 99.53
428 ; -48.0 ; 99.53
429 ; -41.0 ; 99.53
430 ; -44.0 ; 99.53
431 ; -49.0 ; 99.54
432 ; -50.0 ; 99.54
433 ; -45.0 ; 99.54
434 ; -42.0 ; 99.54
435 ; -43.0 ; 99.54
436 ; -47.0 ; 99.54
437 ; -42.0 ; 99.54
438 ; -39.0 ; 99.54
439 ; -39.0 ; 99.54
440 ; -40.0 ; 99.55
441 ; -39.0 ; 99.55
442 ; -40.0 ; 99.55
443 ; -35.0 ; 99.55
444 ; -37.0 ; 99.55
445 ; -41.0 ; 99.55
446 ; -39.0 ; 99.55
447 ; -42.0 ; 99.55
448 ; -42.0 ; 99.55
449 ; -40.0 ; 99.55
450 ; -39.0 ; 99.56
451 ; -36.0 ; 99.56
452 ; -41.0 ; 99.56
453 ; -35.0 ; 99.56
454 ; -45.0 ; 99.56
455 ; -39.0 ; 99.56
456 ; -43.0 ; 99.56
457 ; -42.0 ; 99.56
458 ; -41.0 ; 99.56
459 ; -37.0 ; 99.56
460 ; -36.0 ; 99.57
461 ; -46.0 ; 99.57
462 ; -48.0 ; 99.57
463 ; -40.0 ; 99.57
464 ; -46.0 ; 99.57
465 ; -44.0 ; 99.57
466 ; -44.0 ; 99.57
467 ; -42.0 ; 99.57
468 ; -41.0 ; 99.57
469 ; -46.0 ; 99.57
470 ; -58.0 ; 99.57
471 ; -62.0 ; 99.58
472 ; -59.0 ; 99.58
473 ; -51.0 ; 99.58
474 ; -49.0 ; 99.58
