Time stamp;Contador;RSSI_DL;PSR;Status LED NodeMCU; Status LED Esp
Mon Jan 31 19:51:05 2022 ; 1162 ;; 95.78 ;;
Mon Jan 31 19:51:06 2022 ; 1163 ;; 95.7 ;;
Mon Jan 31 19:51:11 2022 ; 1171 ;; 95.64 ;;
Mon Jan 31 19:51:17 2022 ; 1182 ;; 95.6 ;;
Mon Jan 31 19:51:22 2022 ; 1189 ;; 95.54 ;;
Mon Jan 31 19:51:27 2022 ; 1198 ;; 95.49 ;;
Mon Jan 31 19:51:37 2022 ; 1215 ;; 95.47 ;;
Mon Jan 31 19:52:01 2022 ; 1258 ;; 95.55 ;;
Mon Jan 31 19:52:02 2022 ; 1259 ;; 95.47 ;;
Mon Jan 31 19:52:03 2022 ; 1260 ;; 95.4 ;;
Mon Jan 31 19:52:04 2022 ; 1261 ;; 95.32 ;;
Mon Jan 31 19:52:15 2022 ; 1280 ;; 95.31 ;;
Mon Jan 31 19:52:26 2022 ; 1299 ;; 95.3 ;;
Mon Jan 31 19:52:28 2022 ; 1302 ;; 95.24 ;;
Mon Jan 31 19:52:29 2022 ; 1303 ;; 95.17 ;;
Mon Jan 31 19:52:30 2022 ; 1305 ;; 95.1 ;;
Mon Jan 31 19:52:37 2022 ; 1316 ;; 95.06 ;;
Mon Jan 31 19:52:39 2022 ; 1320 ;; 95.0 ;;
Mon Jan 31 19:52:45 2022 ; 1329 ;; 94.96 ;;
Mon Jan 31 19:52:49 2022 ; 1335 ;; 94.91 ;;
Mon Jan 31 19:52:59 2022 ; 1353 ;; 94.9 ;;
Mon Jan 31 19:53:06 2022 ; 1365 ;; 94.87 ;;
Mon Jan 31 19:53:13 2022 ; 1377 ;; 94.84 ;;
Mon Jan 31 19:53:25 2022 ; 1399 ;; 94.85 ;;
Mon Jan 31 19:53:41 2022 ; 1427 ;; 94.88 ;;
Mon Jan 31 19:53:53 2022 ; 1448 ;; 94.89 ;;
Mon Jan 31 19:53:57 2022 ; 1455 ;; 94.85 ;;
Mon Jan 31 19:53:58 2022 ; 1456 ;; 94.78 ;;
Mon Jan 31 19:54:33 2022 ; 1519 ;; 94.93 ;;
Mon Jan 31 19:54:41 2022 ; 1531 ;; 94.91 ;;
Mon Jan 31 19:55:24 2022 ; 1608 ;; 95.09 ;;
Mon Jan 31 19:55:37 2022 ; 1631 ;; 95.1 ;;
Mon Jan 31 19:55:50 2022 ; 1655 ;; 95.11 ;;
Mon Jan 31 19:55:58 2022 ; 1668 ;; 95.08 ;;
Mon Jan 31 19:56:05 2022 ; 1681 ;; 95.06 ;;
Mon Jan 31 19:56:21 2022 ; 1710 ;; 95.09 ;;
Mon Jan 31 19:56:30 2022 ; 1726 ;; 95.08 ;;
Mon Jan 31 19:57:07 2022 ; 1793 ;; 95.2 ;;
Mon Jan 31 19:57:13 2022 ; 1802 ;; 95.17 ;;
Mon Jan 31 19:57:17 2022 ; 1810 ;; 95.14 ;;
Mon Jan 31 19:57:24 2022 ; 1821 ;; 95.11 ;;
Mon Jan 31 19:57:38 2022 ; 1847 ;; 95.13 ;;
Mon Jan 31 19:57:41 2022 ; 1850 ;; 95.08 ;;
Mon Jan 31 19:57:46 2022 ; 1860 ;; 95.05 ;;
Mon Jan 31 19:57:51 2022 ; 1867 ;; 95.02 ;;
Mon Jan 31 19:57:55 2022 ; 1874 ;; 94.98 ;;
Mon Jan 31 19:57:57 2022 ; 1876 ;; 94.94 ;;
Mon Jan 31 19:58:01 2022 ; 1883 ;; 94.9 ;;
Mon Jan 31 19:58:15 2022 ; 1908 ;; 94.92 ;;
Mon Jan 31 19:58:19 2022 ; 1914 ;; 94.88 ;;
Mon Jan 31 19:58:20 2022 ; 1915 ;; 94.83 ;;
Mon Jan 31 19:58:25 2022 ; 1924 ;; 94.8 ;;
Mon Jan 31 19:58:26 2022 ; 1925 ;; 94.75 ;;
Mon Jan 31 19:58:28 2022 ; 1927 ;; 94.71 ;;
Mon Jan 31 19:58:29 2022 ; 1928 ;; 94.66 ;;
Mon Jan 31 19:58:33 2022 ; 1935 ;; 94.63 ;;
Mon Jan 31 19:58:38 2022 ; 1943 ;; 94.6 ;;
Mon Jan 31 19:58:41 2022 ; 1947 ;; 94.56 ;;
Mon Jan 31 19:58:42 2022 ; 1948 ;; 94.51 ;;
Mon Jan 31 19:58:43 2022 ; 1949 ;; 94.46 ;;
Mon Jan 31 19:58:46 2022 ; 1954 ;; 94.42 ;;
Mon Jan 31 19:58:51 2022 ; 1962 ;; 94.39 ;;
Mon Jan 31 19:58:55 2022 ; 1969 ;; 94.36 ;;
Mon Jan 31 19:59:01 2022 ; 1979 ;; 94.34 ;;
Mon Jan 31 19:59:04 2022 ; 1983 ;; 94.3 ;;
Mon Jan 31 19:59:10 2022 ; 1993 ;; 94.28 ;;
Mon Jan 31 19:59:16 2022 ; 2004 ;; 94.26 ;;
Mon Jan 31 19:59:23 2022 ; 2016 ;; 94.25 ;;
Mon Jan 31 20:00:06 2022 ; 2093 ;; 94.41 ;;
Mon Jan 31 20:00:07 2022 ; 2094 ;; 94.36 ;;
Mon Jan 31 20:00:08 2022 ; 2095 ;; 94.32 ;;
Mon Jan 31 20:00:12 2022 ; 2102 ;; 94.29 ;;
Mon Jan 31 20:00:13 2022 ; 2103 ;; 94.25 ;;
Mon Jan 31 20:00:14 2022 ; 2104 ;; 94.2 ;;
Mon Jan 31 20:00:16 2022 ; 2106 ;; 94.16 ;;
Mon Jan 31 20:00:17 2022 ; 2107 ;; 94.11 ;;
Mon Jan 31 20:00:18 2022 ; 2108 ;; 94.07 ;;
Mon Jan 31 20:00:19 2022 ; 2110 ;; 94.03 ;;
Mon Jan 31 20:00:21 2022 ; 2111 ;; 93.98 ;;
Mon Jan 31 20:00:23 2022 ; 2115 ;; 93.95 ;;
Mon Jan 31 20:00:27 2022 ; 2122 ;; 93.92 ;;
Mon Jan 31 20:00:29 2022 ; 2124 ;; 93.88 ;;
Mon Jan 31 20:00:38 2022 ; 2140 ;; 93.88 ;;
Mon Jan 31 20:00:44 2022 ; 2149 ;; 93.86 ;;
Mon Jan 31 20:00:49 2022 ; 2158 ;; 93.84 ;;
Mon Jan 31 20:00:50 2022 ; 2159 ;; 93.79 ;;
Mon Jan 31 20:00:51 2022 ; 2160 ;; 93.75 ;;
Mon Jan 31 20:00:55 2022 ; 2166 ;; 93.72 ;;
Mon Jan 31 20:00:56 2022 ; 2167 ;; 93.68 ;;
Mon Jan 31 20:00:57 2022 ; 2168 ;; 93.63 ;;
Mon Jan 31 20:00:58 2022 ; 2169 ;; 93.59 ;;
Mon Jan 31 20:00:59 2022 ; 2170 ;; 93.55 ;;
Mon Jan 31 20:01:00 2022 ; 2171 ;; 93.51 ;;
Mon Jan 31 20:01:01 2022 ; 2172 ;; 93.46 ;;
Mon Jan 31 20:01:02 2022 ; 2173 ;; 93.42 ;;
Mon Jan 31 20:01:03 2022 ; 2174 ;; 93.38 ;;
Mon Jan 31 20:01:04 2022 ; 2175 ;; 93.33 ;;
Mon Jan 31 20:01:05 2022 ; 2176 ;; 93.29 ;;
Mon Jan 31 20:01:06 2022 ; 2177 ;; 93.25 ;;
Mon Jan 31 20:01:07 2022 ; 2178 ;; 93.2 ;;
Mon Jan 31 20:01:08 2022 ; 2179 ;; 93.16 ;;
Mon Jan 31 20:01:09 2022 ; 2180 ;; 93.12 ;;
Mon Jan 31 20:01:10 2022 ; 2181 ;; 93.08 ;;
Mon Jan 31 20:01:11 2022 ; 2182 ;; 93.03 ;;
Mon Jan 31 20:01:12 2022 ; 2183 ;; 92.99 ;;
Mon Jan 31 20:01:13 2022 ; 2184 ;; 92.95 ;;
Mon Jan 31 20:01:14 2022 ; 2185 ;; 92.91 ;;
Mon Jan 31 20:01:15 2022 ; 2186 ;; 92.86 ;;
Mon Jan 31 20:01:17 2022 ; 2189 ;; 92.83 ;;
Mon Jan 31 20:01:18 2022 ; 2190 ;; 92.79 ;;
Mon Jan 31 20:01:21 2022 ; 2193 ;; 92.75 ;;
Mon Jan 31 20:01:22 2022 ; 2194 ;; 92.71 ;;
Mon Jan 31 20:01:23 2022 ; 2196 ;; 92.67 ;;
Mon Jan 31 20:01:24 2022 ; 2197 ;; 92.63 ;;
Mon Jan 31 20:01:25 2022 ; 2198 ;; 92.58 ;;
Mon Jan 31 20:01:26 2022 ; 2199 ;; 92.54 ;;
Mon Jan 31 20:01:27 2022 ; 2200 ;; 92.5 ;;
Mon Jan 31 20:01:28 2022 ; 2201 ;; 92.46 ;;
Mon Jan 31 20:01:29 2022 ; 2202 ;; 92.42 ;;
Mon Jan 31 20:01:30 2022 ; 2203 ;; 92.37 ;;
Mon Jan 31 20:01:31 2022 ; 2204 ;; 92.33 ;;
Mon Jan 31 20:01:32 2022 ; 2205 ;; 92.29 ;;
Mon Jan 31 20:01:33 2022 ; 2206 ;; 92.25 ;;
Mon Jan 31 20:01:34 2022 ; 2207 ;; 92.21 ;;
Mon Jan 31 20:01:35 2022 ; 2208 ;; 92.16 ;;
Mon Jan 31 20:01:36 2022 ; 2209 ;; 92.12 ;;
Mon Jan 31 20:01:37 2022 ; 2210 ;; 92.08 ;;
Mon Jan 31 20:01:39 2022 ; 2211 ;; 92.04 ;;
Mon Jan 31 20:01:40 2022 ; 2212 ;; 92.0 ;;
Mon Jan 31 20:01:41 2022 ; 2213 ;; 91.96 ;;
Mon Jan 31 20:01:42 2022 ; 2214 ;; 91.92 ;;
Mon Jan 31 20:01:43 2022 ; 2215 ;; 91.87 ;;
Mon Jan 31 20:01:44 2022 ; 2216 ;; 91.83 ;;
Mon Jan 31 20:01:45 2022 ; 2217 ;; 91.79 ;;
Mon Jan 31 20:01:46 2022 ; 2218 ;; 91.75 ;;
Mon Jan 31 20:01:47 2022 ; 2219 ;; 91.71 ;;
Mon Jan 31 20:01:48 2022 ; 2220 ;; 91.67 ;;
Mon Jan 31 20:01:49 2022 ; 2221 ;; 91.63 ;;
Mon Jan 31 20:01:50 2022 ; 2222 ;; 91.58 ;;
Mon Jan 31 20:01:51 2022 ; 2223 ;; 91.54 ;;
Mon Jan 31 20:01:52 2022 ; 2224 ;; 91.5 ;;
Mon Jan 31 20:01:53 2022 ; 2225 ;; 91.46 ;;
Mon Jan 31 20:01:54 2022 ; 2226 ;; 91.42 ;;
Mon Jan 31 20:01:55 2022 ; 2227 ;; 91.38 ;;
Mon Jan 31 20:01:56 2022 ; 2228 ;; 91.34 ;;
Mon Jan 31 20:01:57 2022 ; 2229 ;; 91.3 ;;
Mon Jan 31 20:01:58 2022 ; 2230 ;; 91.26 ;;
Mon Jan 31 20:01:59 2022 ; 2231 ;; 91.21 ;;
Mon Jan 31 20:02:00 2022 ; 2232 ;; 91.17 ;;
Mon Jan 31 20:02:01 2022 ; 2233 ;; 91.13 ;;
Mon Jan 31 20:02:02 2022 ; 2234 ;; 91.09 ;;
Mon Jan 31 20:02:03 2022 ; 2235 ;; 91.05 ;;
Mon Jan 31 20:02:05 2022 ; 2237 ;; 91.01 ;;
Mon Jan 31 20:02:06 2022 ; 2238 ;; 90.97 ;;
Mon Jan 31 20:02:07 2022 ; 2240 ;; 90.94 ;;
Mon Jan 31 20:02:08 2022 ; 2241 ;; 90.9 ;;
Mon Jan 31 20:02:09 2022 ; 2242 ;; 90.86 ;;
Mon Jan 31 20:02:11 2022 ; 2244 ;; 90.82 ;;
Mon Jan 31 20:02:18 2022 ; 2256 ;; 90.82 ;;
Mon Jan 31 20:02:26 2022 ; 2270 ;; 90.84 ;;
Mon Jan 31 20:02:28 2022 ; 2272 ;; 90.8 ;;
Mon Jan 31 20:02:35 2022 ; 2285 ;; 90.81 ;;
Mon Jan 31 20:02:51 2022 ; 2313 ;; 90.88 ;;
Mon Jan 31 20:03:01 2022 ; 2331 ;; 90.91 ;;
Mon Jan 31 20:03:06 2022 ; 2339 ;; 90.89 ;;
Mon Jan 31 20:03:10 2022 ; 2345 ;; 90.87 ;;
Mon Jan 31 20:03:18 2022 ; 2358 ;; 90.88 ;;
Mon Jan 31 20:03:20 2022 ; 2361 ;; 90.85 ;;
Mon Jan 31 20:03:41 2022 ; 2399 ;; 90.95 ;;
Mon Jan 31 20:03:55 2022 ; 2423 ;; 91.0 ;;
Mon Jan 31 20:03:56 2022 ; 2424 ;; 90.97 ;;
Mon Jan 31 20:04:02 2022 ; 2435 ;; 90.97 ;;
Mon Jan 31 20:04:26 2022 ; 2478 ;; 91.08 ;;
Mon Jan 31 20:04:27 2022 ; 2479 ;; 91.04 ;;
Mon Jan 31 20:04:32 2022 ; 2486 ;; 91.03 ;;
Mon Jan 31 20:04:34 2022 ; 2489 ;; 91.0 ;;
Mon Jan 31 20:04:41 2022 ; 2502 ;; 91.01 ;;
Mon Jan 31 20:04:46 2022 ; 2510 ;; 91.0 ;;
Mon Jan 31 20:04:54 2022 ; 2523 ;; 91.0 ;;
Mon Jan 31 20:05:01 2022 ; 2535 ;; 91.01 ;;
Mon Jan 31 20:05:04 2022 ; 2540 ;; 90.98 ;;
Mon Jan 31 20:05:08 2022 ; 2546 ;; 90.97 ;;
Mon Jan 31 20:05:31 2022 ; 2587 ;; 91.07 ;;
Mon Jan 31 20:05:50 2022 ; 2621 ;; 91.15 ;;
Mon Jan 31 20:05:51 2022 ; 2623 ;; 91.12 ;;
Mon Jan 31 20:05:56 2022 ; 2631 ;; 91.11 ;;
Mon Jan 31 20:06:04 2022 ; 2645 ;; 91.12 ;;
Mon Jan 31 20:06:05 2022 ; 2646 ;; 91.08 ;;
Mon Jan 31 20:06:08 2022 ; 2650 ;; 91.06 ;;
Mon Jan 31 20:06:12 2022 ; 2657 ;; 91.04 ;;
Mon Jan 31 20:06:16 2022 ; 2664 ;; 91.03 ;;
Mon Jan 31 20:06:18 2022 ; 2666 ;; 91.0 ;;
Mon Jan 31 20:06:20 2022 ; 2669 ;; 90.97 ;;
Mon Jan 31 20:06:22 2022 ; 2672 ;; 90.94 ;;
Mon Jan 31 20:06:23 2022 ; 2673 ;; 90.91 ;;
Mon Jan 31 20:06:26 2022 ; 2677 ;; 90.89 ;;
Mon Jan 31 20:06:27 2022 ; 2678 ;; 90.85 ;;
Mon Jan 31 20:06:28 2022 ; 2680 ;; 90.82 ;;
Mon Jan 31 20:06:31 2022 ; 2684 ;; 90.8 ;;
Mon Jan 31 20:06:39 2022 ; 2698 ;; 90.81 ;;
Mon Jan 31 20:06:41 2022 ; 2701 ;; 90.78 ;;
Mon Jan 31 20:06:42 2022 ; 2702 ;; 90.75 ;;
Mon Jan 31 20:06:44 2022 ; 2705 ;; 90.72 ;;
Mon Jan 31 20:06:45 2022 ; 2706 ;; 90.69 ;;
Mon Jan 31 20:06:46 2022 ; 2707 ;; 90.65 ;;
Mon Jan 31 20:06:57 2022 ; 2726 ;; 90.68 ;;
Mon Jan 31 20:07:00 2022 ; 2730 ;; 90.66 ;;
Mon Jan 31 20:07:01 2022 ; 2731 ;; 90.63 ;;
Mon Jan 31 20:07:02 2022 ; 2732 ;; 90.59 ;;
Mon Jan 31 20:07:05 2022 ; 2736 ;; 90.57 ;;
Mon Jan 31 20:07:07 2022 ; 2739 ;; 90.54 ;;
Mon Jan 31 20:07:09 2022 ; 2742 ;; 90.52 ;;
Mon Jan 31 20:07:11 2022 ; 2744 ;; 90.49 ;;
Mon Jan 31 20:07:14 2022 ; 2749 ;; 90.47 ;;
Mon Jan 31 20:07:15 2022 ; 2750 ;; 90.44 ;;
Mon Jan 31 20:07:16 2022 ; 2751 ;; 90.4 ;;
Mon Jan 31 20:07:17 2022 ; 2753 ;; 90.37 ;;
Mon Jan 31 20:07:18 2022 ; 2754 ;; 90.34 ;;
Mon Jan 31 20:07:19 2022 ; 2755 ;; 90.31 ;;
Mon Jan 31 20:07:21 2022 ; 2757 ;; 90.28 ;;
Mon Jan 31 20:07:22 2022 ; 2758 ;; 90.25 ;;
Mon Jan 31 20:07:23 2022 ; 2759 ;; 90.21 ;;
Mon Jan 31 20:07:24 2022 ; 2761 ;; 90.18 ;;
Mon Jan 31 20:07:26 2022 ; 2762 ;; 90.15 ;;
Mon Jan 31 20:07:27 2022 ; 2763 ;; 90.12 ;;
Mon Jan 31 20:07:28 2022 ; 2764 ;; 90.09 ;;
Mon Jan 31 20:07:29 2022 ; 2765 ;; 90.05 ;;
Mon Jan 31 20:07:36 2022 ; 2777 ;; 90.06 ;;
Mon Jan 31 20:08:15 2022 ; 2849 ;; 90.28 ;;
Mon Jan 31 20:08:22 2022 ; 2861 ;; 90.28 ;;
Mon Jan 31 20:08:52 2022 ; 2914 ;; 90.43 ;;
Mon Jan 31 20:08:53 2022 ; 2915 ;; 90.39 ;;
Mon Jan 31 20:08:54 2022 ; 2916 ;; 90.36 ;;
Mon Jan 31 20:08:59 2022 ; 2924 ;; 90.36 ;;
Mon Jan 31 20:09:03 2022 ; 2931 ;; 90.34 ;;
Mon Jan 31 20:09:04 2022 ; 2933 ;; 90.32 ;;
Mon Jan 31 20:09:22 2022 ; 2964 ;; 90.38 ;;
Mon Jan 31 20:09:24 2022 ; 2968 ;; 90.36 ;;
Mon Jan 31 20:09:28 2022 ; 2974 ;; 90.35 ;;
Mon Jan 31 20:09:35 2022 ; 2985 ;; 90.35 ;;
Mon Jan 31 20:09:42 2022 ; 2998 ;; 90.36 ;;
Mon Jan 31 20:09:45 2022 ; 3002 ;; 90.34 ;;
Mon Jan 31 20:09:47 2022 ; 3005 ;; 90.32 ;;
Mon Jan 31 20:09:49 2022 ; 3008 ;; 90.29 ;;
Mon Jan 31 20:09:50 2022 ; 3009 ;; 90.26 ;;
Mon Jan 31 20:09:59 2022 ; 3024 ;; 90.28 ;;
Mon Jan 31 20:10:01 2022 ; 3027 ;; 90.25 ;;
Mon Jan 31 20:10:02 2022 ; 3028 ;; 90.22 ;;
Mon Jan 31 20:10:04 2022 ; 3032 ;; 90.2 ;;
Mon Jan 31 20:10:05 2022 ; 3033 ;; 90.17 ;;
Mon Jan 31 20:10:06 2022 ; 3034 ;; 90.15 ;;
Mon Jan 31 20:10:07 2022 ; 3035 ;; 90.12 ;;
Mon Jan 31 20:10:08 2022 ; 3036 ;; 90.09 ;;
Mon Jan 31 20:10:36 2022 ; 3086 ;; 90.21 ;;
Mon Jan 31 20:10:59 2022 ; 3127 ;; 90.31 ;;
Mon Jan 31 20:11:01 2022 ; 3130 ;; 90.29 ;;
Mon Jan 31 20:11:06 2022 ; 3138 ;; 90.28 ;;
Mon Jan 31 20:11:16 2022 ; 3156 ;; 90.3 ;;
Mon Jan 31 20:11:17 2022 ; 3157 ;; 90.28 ;;
Mon Jan 31 20:11:18 2022 ; 3158 ;; 90.25 ;;
Mon Jan 31 20:11:19 2022 ; 3159 ;; 90.22 ;;
Mon Jan 31 20:11:26 2022 ; 3171 ;; 90.22 ;;
Mon Jan 31 20:11:50 2022 ; 3213 ;; 90.32 ;;
Mon Jan 31 20:11:53 2022 ; 3218 ;; 90.3 ;;
Mon Jan 31 20:11:54 2022 ; 3219 ;; 90.28 ;;
Mon Jan 31 20:11:55 2022 ; 3220 ;; 90.25 ;;
Mon Jan 31 20:11:56 2022 ; 3221 ;; 90.22 ;;
Mon Jan 31 20:11:57 2022 ; 3222 ;; 90.19 ;;
Mon Jan 31 20:11:58 2022 ; 3223 ;; 90.16 ;;
Mon Jan 31 20:11:59 2022 ; 3224 ;; 90.14 ;;
Mon Jan 31 20:12:00 2022 ; 3225 ;; 90.11 ;;
Mon Jan 31 20:12:01 2022 ; 3226 ;; 90.08 ;;
Mon Jan 31 20:12:02 2022 ; 3227 ;; 90.05 ;;
Mon Jan 31 20:12:03 2022 ; 3228 ;; 90.02 ;;
Mon Jan 31 20:12:04 2022 ; 3229 ;; 90.0 ;;
Mon Jan 31 20:12:05 2022 ; 3230 ;; 89.97 ;;
Mon Jan 31 20:12:06 2022 ; 3231 ;; 89.94 ;;
Mon Jan 31 20:12:07 2022 ; 3232 ;; 89.91 ;;
Mon Jan 31 20:12:08 2022 ; 3233 ;; 89.89 ;;
Mon Jan 31 20:12:09 2022 ; 3234 ;; 89.86 ;;
Mon Jan 31 20:12:10 2022 ; 3235 ;; 89.83 ;;
Mon Jan 31 20:12:11 2022 ; 3236 ;; 89.8 ;;
Mon Jan 31 20:12:12 2022 ; 3237 ;; 89.77 ;;
Mon Jan 31 20:12:13 2022 ; 3238 ;; 89.75 ;;
Mon Jan 31 20:12:14 2022 ; 3239 ;; 89.72 ;;
Mon Jan 31 20:12:16 2022 ; 3240 ;; 89.69 ;;
Mon Jan 31 20:12:17 2022 ; 3241 ;; 89.66 ;;
Mon Jan 31 20:12:18 2022 ; 3242 ;; 89.64 ;;
Mon Jan 31 20:12:19 2022 ; 3243 ;; 89.61 ;;
Mon Jan 31 20:12:20 2022 ; 3244 ;; 89.58 ;;
Mon Jan 31 20:12:21 2022 ; 3245 ;; 89.55 ;;
Mon Jan 31 20:12:22 2022 ; 3246 ;; 89.53 ;;
Mon Jan 31 20:12:23 2022 ; 3247 ;; 89.5 ;;
Mon Jan 31 20:12:24 2022 ; 3248 ;; 89.47 ;;
Mon Jan 31 20:12:25 2022 ; 3249 ;; 89.44 ;;
Mon Jan 31 20:12:26 2022 ; 3250 ;; 89.42 ;;
Mon Jan 31 20:12:27 2022 ; 3251 ;; 89.39 ;;
Mon Jan 31 20:12:28 2022 ; 3252 ;; 89.36 ;;
Mon Jan 31 20:12:29 2022 ; 3253 ;; 89.33 ;;
Mon Jan 31 20:12:30 2022 ; 3254 ;; 89.31 ;;
Mon Jan 31 20:12:31 2022 ; 3255 ;; 89.28 ;;
Mon Jan 31 20:12:32 2022 ; 3256 ;; 89.25 ;;
Mon Jan 31 20:12:33 2022 ; 3257 ;; 89.22 ;;
Mon Jan 31 20:12:34 2022 ; 3258 ;; 89.2 ;;
Mon Jan 31 20:12:35 2022 ; 3259 ;; 89.17 ;;
Mon Jan 31 20:12:36 2022 ; 3260 ;; 89.14 ;;
Mon Jan 31 20:12:37 2022 ; 3261 ;; 89.11 ;;
Mon Jan 31 20:12:38 2022 ; 3262 ;; 89.09 ;;
Mon Jan 31 20:12:39 2022 ; 3263 ;; 89.06 ;;
Mon Jan 31 20:12:40 2022 ; 3264 ;; 89.03 ;;
Mon Jan 31 20:12:41 2022 ; 3265 ;; 89.0 ;;
Mon Jan 31 20:12:42 2022 ; 3266 ;; 88.98 ;;
Mon Jan 31 20:12:43 2022 ; 3267 ;; 88.95 ;;
Mon Jan 31 20:12:44 2022 ; 3268 ;; 88.92 ;;
Mon Jan 31 20:12:45 2022 ; 3269 ;; 88.9 ;;
Mon Jan 31 20:12:46 2022 ; 3270 ;; 88.87 ;;
Mon Jan 31 20:12:47 2022 ; 3271 ;; 88.84 ;;
Mon Jan 31 20:12:48 2022 ; 3272 ;; 88.81 ;;
Mon Jan 31 20:12:49 2022 ; 3273 ;; 88.79 ;;
Mon Jan 31 20:12:50 2022 ; 3274 ;; 88.76 ;;
Mon Jan 31 20:12:51 2022 ; 3275 ;; 88.73 ;;
Mon Jan 31 20:12:52 2022 ; 3276 ;; 88.71 ;;
Mon Jan 31 20:12:53 2022 ; 3277 ;; 88.68 ;;
Mon Jan 31 20:12:54 2022 ; 3278 ;; 88.65 ;;
Mon Jan 31 20:12:55 2022 ; 3279 ;; 88.62 ;;
Mon Jan 31 20:12:57 2022 ; 3280 ;; 88.6 ;;
Mon Jan 31 20:12:58 2022 ; 3281 ;; 88.57 ;;
Mon Jan 31 20:12:59 2022 ; 3282 ;; 88.54 ;;
Mon Jan 31 20:13:00 2022 ; 3283 ;; 88.52 ;;
Mon Jan 31 20:13:01 2022 ; 3284 ;; 88.49 ;;
Mon Jan 31 20:13:02 2022 ; 3285 ;; 88.46 ;;
Mon Jan 31 20:13:03 2022 ; 3286 ;; 88.44 ;;
Mon Jan 31 20:13:04 2022 ; 3287 ;; 88.41 ;;
Mon Jan 31 20:13:05 2022 ; 3288 ;; 88.38 ;;
Mon Jan 31 20:13:06 2022 ; 3289 ;; 88.36 ;;
Mon Jan 31 20:13:07 2022 ; 3290 ;; 88.33 ;;
Mon Jan 31 20:13:08 2022 ; 3291 ;; 88.3 ;;
Mon Jan 31 20:13:09 2022 ; 3292 ;; 88.27 ;;
Mon Jan 31 20:13:10 2022 ; 3293 ;; 88.25 ;;
