Time stamp;Contador;RSSI_DL;PSR;Status LED NodeMCU; Status LED Esp
Wed Feb  2 14:29:04 2022 ; 799 ;; 96.25 ;;
Wed Feb  2 14:29:06 2022 ; 803 ;; 96.14 ;;
Wed Feb  2 14:29:21 2022 ; 830 ;; 96.14 ;;
Wed Feb  2 14:29:33 2022 ; 852 ;; 96.13 ;;
Wed Feb  2 14:29:53 2022 ; 887 ;; 96.17 ;;
Wed Feb  2 14:30:15 2022 ; 929 ;; 96.23 ;;
Wed Feb  2 14:30:23 2022 ; 943 ;; 96.18 ;;
Wed Feb  2 14:30:34 2022 ; 962 ;; 96.15 ;;
Wed Feb  2 14:30:59 2022 ; 1008 ;; 96.23 ;;
Wed Feb  2 14:31:04 2022 ; 1018 ;; 96.17 ;;
Wed Feb  2 14:31:15 2022 ; 1036 ;; 96.14 ;;
Wed Feb  2 14:31:20 2022 ; 1046 ;; 96.08 ;;
Wed Feb  2 14:31:21 2022 ; 1047 ;; 95.99 ;;
Wed Feb  2 14:31:39 2022 ; 1080 ;; 96.02 ;;
Wed Feb  2 14:32:10 2022 ; 1137 ;; 96.13 ;;
Wed Feb  2 14:32:16 2022 ; 1147 ;; 96.08 ;;
Wed Feb  2 14:32:22 2022 ; 1158 ;; 96.03 ;;
Wed Feb  2 14:32:34 2022 ; 1180 ;; 96.02 ;;
Wed Feb  2 14:32:58 2022 ; 1224 ;; 96.08 ;;
Wed Feb  2 14:33:12 2022 ; 1249 ;; 96.08 ;;
Wed Feb  2 14:33:21 2022 ; 1265 ;; 96.05 ;;
Wed Feb  2 14:33:30 2022 ; 1281 ;; 96.02 ;;
Wed Feb  2 14:33:37 2022 ; 1293 ;; 95.98 ;;
Wed Feb  2 14:33:46 2022 ; 1309 ;; 95.95 ;;
Wed Feb  2 14:34:06 2022 ; 1345 ;; 95.99 ;;
Wed Feb  2 14:34:18 2022 ; 1367 ;; 95.98 ;;
Wed Feb  2 14:34:24 2022 ; 1377 ;; 95.93 ;;
Wed Feb  2 14:34:28 2022 ; 1385 ;; 95.88 ;;
Wed Feb  2 14:34:37 2022 ; 1401 ;; 95.86 ;;
Wed Feb  2 14:34:48 2022 ; 1420 ;; 95.85 ;;
Wed Feb  2 14:34:52 2022 ; 1427 ;; 95.8 ;;
Wed Feb  2 14:34:57 2022 ; 1435 ;; 95.75 ;;
Wed Feb  2 14:34:59 2022 ; 1438 ;; 95.69 ;;
Wed Feb  2 14:35:03 2022 ; 1444 ;; 95.64 ;;
Wed Feb  2 14:35:07 2022 ; 1451 ;; 95.59 ;;
Wed Feb  2 14:35:31 2022 ; 1495 ;; 95.65 ;;
Wed Feb  2 14:35:35 2022 ; 1501 ;; 95.6 ;;
Wed Feb  2 14:35:36 2022 ; 1502 ;; 95.54 ;;
Wed Feb  2 14:35:40 2022 ; 1510 ;; 95.5 ;;
Wed Feb  2 14:35:43 2022 ; 1515 ;; 95.45 ;;
Wed Feb  2 14:35:46 2022 ; 1519 ;; 95.39 ;;
Wed Feb  2 14:35:55 2022 ; 1535 ;; 95.37 ;;
Wed Feb  2 14:36:03 2022 ; 1549 ;; 95.35 ;;
Wed Feb  2 14:36:04 2022 ; 1550 ;; 95.29 ;;
Wed Feb  2 14:36:17 2022 ; 1573 ;; 95.3 ;;
Wed Feb  2 14:36:26 2022 ; 1589 ;; 95.28 ;;
Wed Feb  2 14:36:52 2022 ; 1638 ;; 95.36 ;;
Wed Feb  2 14:37:02 2022 ; 1655 ;; 95.35 ;;
Wed Feb  2 14:37:07 2022 ; 1664 ;; 95.31 ;;
Wed Feb  2 14:37:17 2022 ; 1682 ;; 95.3 ;;
Wed Feb  2 14:37:20 2022 ; 1687 ;; 95.26 ;;
Wed Feb  2 14:37:23 2022 ; 1691 ;; 95.21 ;;
Wed Feb  2 14:37:25 2022 ; 1694 ;; 95.16 ;;
Wed Feb  2 14:37:27 2022 ; 1696 ;; 95.11 ;;
Wed Feb  2 14:37:29 2022 ; 1700 ;; 95.06 ;;
Wed Feb  2 14:37:43 2022 ; 1725 ;; 95.07 ;;
Wed Feb  2 14:37:47 2022 ; 1732 ;; 95.03 ;;
Wed Feb  2 14:37:58 2022 ; 1751 ;; 95.03 ;;
Wed Feb  2 14:38:08 2022 ; 1769 ;; 95.03 ;;
Wed Feb  2 14:38:25 2022 ; 1800 ;; 95.06 ;;
Wed Feb  2 14:38:30 2022 ; 1810 ;; 95.03 ;;
Wed Feb  2 14:38:36 2022 ; 1820 ;; 95.0 ;;
Wed Feb  2 14:38:40 2022 ; 1826 ;; 94.96 ;;
Wed Feb  2 14:38:41 2022 ; 1827 ;; 94.91 ;;
Wed Feb  2 14:38:44 2022 ; 1833 ;; 94.87 ;;
Wed Feb  2 14:39:00 2022 ; 1862 ;; 94.9 ;;
Wed Feb  2 14:39:06 2022 ; 1872 ;; 94.87 ;;
Wed Feb  2 14:39:19 2022 ; 1897 ;; 94.89 ;;
Wed Feb  2 14:39:20 2022 ; 1898 ;; 94.84 ;;
Wed Feb  2 14:39:22 2022 ; 1900 ;; 94.79 ;;
Wed Feb  2 14:39:27 2022 ; 1908 ;; 94.76 ;;
Wed Feb  2 14:39:42 2022 ; 1937 ;; 94.79 ;;
Wed Feb  2 14:39:47 2022 ; 1944 ;; 94.75 ;;
Wed Feb  2 14:39:51 2022 ; 1952 ;; 94.72 ;;
Wed Feb  2 14:39:52 2022 ; 1953 ;; 94.67 ;;
Wed Feb  2 14:39:58 2022 ; 1963 ;; 94.65 ;;
Wed Feb  2 14:40:04 2022 ; 1973 ;; 94.63 ;;
Wed Feb  2 14:40:17 2022 ; 1998 ;; 94.64 ;;
Wed Feb  2 14:40:31 2022 ; 2023 ;; 94.66 ;;
Wed Feb  2 14:40:37 2022 ; 2033 ;; 94.64 ;;
Wed Feb  2 14:40:41 2022 ; 2040 ;; 94.61 ;;
Wed Feb  2 14:40:51 2022 ; 2059 ;; 94.61 ;;
Wed Feb  2 14:41:07 2022 ; 2088 ;; 94.64 ;;
Wed Feb  2 14:41:11 2022 ; 2094 ;; 94.6 ;;
Wed Feb  2 14:42:08 2022 ; 2203 ;; 94.83 ;;
Wed Feb  2 14:42:16 2022 ; 2217 ;; 94.81 ;;
Wed Feb  2 14:42:28 2022 ; 2238 ;; 94.82 ;;
Wed Feb  2 14:42:31 2022 ; 2244 ;; 94.79 ;;
Wed Feb  2 14:42:37 2022 ; 2254 ;; 94.76 ;;
Wed Feb  2 14:42:41 2022 ; 2260 ;; 94.73 ;;
Wed Feb  2 14:42:47 2022 ; 2272 ;; 94.72 ;;
Wed Feb  2 14:42:55 2022 ; 2286 ;; 94.71 ;;
Wed Feb  2 14:42:56 2022 ; 2287 ;; 94.67 ;;
Wed Feb  2 14:43:24 2022 ; 2338 ;; 94.74 ;;
Wed Feb  2 14:43:29 2022 ; 2348 ;; 94.72 ;;
Wed Feb  2 14:43:49 2022 ; 2384 ;; 94.76 ;;
Wed Feb  2 14:44:03 2022 ; 2411 ;; 94.77 ;;
Wed Feb  2 14:44:04 2022 ; 2412 ;; 94.73 ;;
Wed Feb  2 14:44:28 2022 ; 2457 ;; 94.79 ;;
Wed Feb  2 14:45:02 2022 ; 2521 ;; 94.88 ;;
Wed Feb  2 14:45:19 2022 ; 2552 ;; 94.91 ;;
Wed Feb  2 14:45:25 2022 ; 2563 ;; 94.89 ;;
Wed Feb  2 14:45:57 2022 ; 2621 ;; 94.96 ;;
Wed Feb  2 14:45:58 2022 ; 2622 ;; 94.93 ;;
Wed Feb  2 14:46:01 2022 ; 2628 ;; 94.9 ;;
Wed Feb  2 14:46:17 2022 ; 2657 ;; 94.92 ;;
Wed Feb  2 14:46:19 2022 ; 2659 ;; 94.89 ;;
Wed Feb  2 14:46:42 2022 ; 2703 ;; 94.93 ;;
Wed Feb  2 14:46:46 2022 ; 2709 ;; 94.91 ;;
Wed Feb  2 14:46:48 2022 ; 2712 ;; 94.87 ;;
Wed Feb  2 14:46:52 2022 ; 2719 ;; 94.85 ;;
Wed Feb  2 14:46:58 2022 ; 2730 ;; 94.84 ;;
Wed Feb  2 14:47:03 2022 ; 2738 ;; 94.81 ;;
Wed Feb  2 14:47:08 2022 ; 2746 ;; 94.79 ;;
Wed Feb  2 14:47:19 2022 ; 2766 ;; 94.79 ;;
Wed Feb  2 14:47:25 2022 ; 2777 ;; 94.78 ;;
Wed Feb  2 14:47:33 2022 ; 2791 ;; 94.77 ;;
Wed Feb  2 14:47:48 2022 ; 2820 ;; 94.79 ;;
Wed Feb  2 14:47:59 2022 ; 2839 ;; 94.79 ;;
Wed Feb  2 14:48:03 2022 ; 2846 ;; 94.76 ;;
Wed Feb  2 14:48:05 2022 ; 2848 ;; 94.73 ;;
Wed Feb  2 14:48:18 2022 ; 2872 ;; 94.74 ;;
Wed Feb  2 14:48:24 2022 ; 2884 ;; 94.73 ;;
Wed Feb  2 14:48:31 2022 ; 2896 ;; 94.72 ;;
Wed Feb  2 14:48:44 2022 ; 2919 ;; 94.72 ;;
Wed Feb  2 14:48:45 2022 ; 2920 ;; 94.69 ;;
Wed Feb  2 14:48:55 2022 ; 2939 ;; 94.69 ;;
Wed Feb  2 14:49:07 2022 ; 2960 ;; 94.7 ;;
Wed Feb  2 14:49:08 2022 ; 2961 ;; 94.66 ;;
Wed Feb  2 14:49:11 2022 ; 2967 ;; 94.64 ;;
Wed Feb  2 14:49:16 2022 ; 2975 ;; 94.62 ;;
Wed Feb  2 14:49:18 2022 ; 2978 ;; 94.59 ;;
Wed Feb  2 14:49:43 2022 ; 3025 ;; 94.64 ;;
Wed Feb  2 14:49:50 2022 ; 3037 ;; 94.63 ;;
Wed Feb  2 14:50:10 2022 ; 3073 ;; 94.66 ;;
Wed Feb  2 14:50:20 2022 ; 3092 ;; 94.66 ;;
Wed Feb  2 14:50:44 2022 ; 3137 ;; 94.71 ;;
Wed Feb  2 14:50:45 2022 ; 3139 ;; 94.68 ;;
Wed Feb  2 14:50:49 2022 ; 3144 ;; 94.66 ;;
Wed Feb  2 14:50:51 2022 ; 3147 ;; 94.63 ;;
Wed Feb  2 14:50:56 2022 ; 3157 ;; 94.62 ;;
Wed Feb  2 14:51:04 2022 ; 3171 ;; 94.61 ;;
Wed Feb  2 14:51:46 2022 ; 3250 ;; 94.71 ;;
Wed Feb  2 14:51:59 2022 ; 3273 ;; 94.71 ;;
Wed Feb  2 14:52:03 2022 ; 3281 ;; 94.7 ;;
Wed Feb  2 14:52:13 2022 ; 3298 ;; 94.69 ;;
Wed Feb  2 14:52:17 2022 ; 3305 ;; 94.67 ;;
Wed Feb  2 14:52:21 2022 ; 3311 ;; 94.65 ;;
Wed Feb  2 14:52:31 2022 ; 3329 ;; 94.65 ;;
Wed Feb  2 14:52:56 2022 ; 3376 ;; 94.7 ;;
Wed Feb  2 14:53:08 2022 ; 3399 ;; 94.7 ;;
Wed Feb  2 14:53:31 2022 ; 3441 ;; 94.74 ;;
Wed Feb  2 14:53:35 2022 ; 3447 ;; 94.72 ;;
Wed Feb  2 14:53:36 2022 ; 3448 ;; 94.69 ;;
Wed Feb  2 14:53:40 2022 ; 3456 ;; 94.68 ;;
Wed Feb  2 14:53:59 2022 ; 3490 ;; 94.7 ;;
Wed Feb  2 14:54:11 2022 ; 3513 ;; 94.71 ;;
Wed Feb  2 14:54:28 2022 ; 3545 ;; 94.72 ;;
Wed Feb  2 14:54:34 2022 ; 3554 ;; 94.71 ;;
Wed Feb  2 14:54:39 2022 ; 3564 ;; 94.7 ;;
Wed Feb  2 14:54:46 2022 ; 3576 ;; 94.69 ;;
Wed Feb  2 14:54:51 2022 ; 3584 ;; 94.67 ;;
Wed Feb  2 14:54:59 2022 ; 3598 ;; 94.66 ;;
Wed Feb  2 14:55:38 2022 ; 3672 ;; 94.74 ;;
Wed Feb  2 14:55:49 2022 ; 3693 ;; 94.75 ;;
Wed Feb  2 14:56:01 2022 ; 3714 ;; 94.75 ;;
Wed Feb  2 14:56:08 2022 ; 3726 ;; 94.74 ;;
Wed Feb  2 14:56:25 2022 ; 3758 ;; 94.76 ;;
Wed Feb  2 14:56:30 2022 ; 3766 ;; 94.74 ;;
Wed Feb  2 14:56:33 2022 ; 3771 ;; 94.72 ;;
Wed Feb  2 14:56:37 2022 ; 3779 ;; 94.71 ;;
Wed Feb  2 14:56:43 2022 ; 3789 ;; 94.7 ;;
Wed Feb  2 14:56:57 2022 ; 3814 ;; 94.7 ;;
Wed Feb  2 14:57:13 2022 ; 3844 ;; 94.72 ;;
Wed Feb  2 14:57:36 2022 ; 3886 ;; 94.75 ;;
Wed Feb  2 14:57:42 2022 ; 3898 ;; 94.74 ;;
Wed Feb  2 14:57:49 2022 ; 3909 ;; 94.73 ;;
Wed Feb  2 14:58:05 2022 ; 3939 ;; 94.74 ;;
Wed Feb  2 14:58:19 2022 ; 3964 ;; 94.75 ;;
Wed Feb  2 14:58:31 2022 ; 3987 ;; 94.76 ;;
Wed Feb  2 14:59:01 2022 ; 4042 ;; 94.8 ;;
Wed Feb  2 14:59:06 2022 ; 4052 ;; 94.79 ;;
Wed Feb  2 14:59:10 2022 ; 4058 ;; 94.78 ;;
Wed Feb  2 14:59:19 2022 ; 4074 ;; 94.77 ;;
Wed Feb  2 14:59:20 2022 ; 4075 ;; 94.75 ;;
Wed Feb  2 14:59:31 2022 ; 4096 ;; 94.75 ;;
Wed Feb  2 14:59:42 2022 ; 4115 ;; 94.75 ;;
Wed Feb  2 14:59:48 2022 ; 4125 ;; 94.74 ;;
Wed Feb  2 14:59:52 2022 ; 4132 ;; 94.72 ;;
Wed Feb  2 15:00:01 2022 ; 4149 ;; 94.72 ;;
Wed Feb  2 15:00:06 2022 ; 4157 ;; 94.71 ;;
Wed Feb  2 15:00:17 2022 ; 4178 ;; 94.71 ;;
Wed Feb  2 15:00:27 2022 ; 4196 ;; 94.71 ;;
Wed Feb  2 15:00:32 2022 ; 4204 ;; 94.7 ;;
Wed Feb  2 15:00:38 2022 ; 4214 ;; 94.68 ;;
Wed Feb  2 15:00:42 2022 ; 4221 ;; 94.67 ;;
Wed Feb  2 15:00:43 2022 ; 4222 ;; 94.65 ;;
Wed Feb  2 15:00:52 2022 ; 4239 ;; 94.64 ;;
Wed Feb  2 15:00:57 2022 ; 4246 ;; 94.63 ;;
Wed Feb  2 15:01:01 2022 ; 4254 ;; 94.62 ;;
Wed Feb  2 15:01:06 2022 ; 4262 ;; 94.6 ;;
Wed Feb  2 15:01:14 2022 ; 4276 ;; 94.6 ;;
Wed Feb  2 15:01:21 2022 ; 4288 ;; 94.59 ;;
Wed Feb  2 15:01:27 2022 ; 4300 ;; 94.58 ;;
Wed Feb  2 15:01:28 2022 ; 4301 ;; 94.56 ;;
Wed Feb  2 15:01:39 2022 ; 4321 ;; 94.56 ;;
Wed Feb  2 15:01:41 2022 ; 4323 ;; 94.54 ;;
Wed Feb  2 15:01:42 2022 ; 4324 ;; 94.52 ;;
Wed Feb  2 15:01:44 2022 ; 4328 ;; 94.5 ;;
Wed Feb  2 15:01:45 2022 ; 4329 ;; 94.48 ;;
Wed Feb  2 15:01:52 2022 ; 4341 ;; 94.47 ;;
Wed Feb  2 15:01:53 2022 ; 4342 ;; 94.45 ;;
Wed Feb  2 15:01:54 2022 ; 4343 ;; 94.43 ;;
Wed Feb  2 15:02:01 2022 ; 4355 ;; 94.42 ;;
Wed Feb  2 15:02:03 2022 ; 4357 ;; 94.4 ;;
Wed Feb  2 15:02:04 2022 ; 4358 ;; 94.38 ;;
Wed Feb  2 15:02:05 2022 ; 4359 ;; 94.36 ;;
Wed Feb  2 15:02:06 2022 ; 4360 ;; 94.33 ;;
Wed Feb  2 15:02:07 2022 ; 4362 ;; 94.31 ;;
Wed Feb  2 15:02:09 2022 ; 4364 ;; 94.29 ;;
Wed Feb  2 15:02:10 2022 ; 4365 ;; 94.27 ;;
Wed Feb  2 15:02:11 2022 ; 4366 ;; 94.25 ;;
Wed Feb  2 15:02:12 2022 ; 4367 ;; 94.23 ;;
Wed Feb  2 15:02:13 2022 ; 4369 ;; 94.21 ;;
Wed Feb  2 15:02:18 2022 ; 4377 ;; 94.2 ;;
Wed Feb  2 15:02:19 2022 ; 4378 ;; 94.18 ;;
Wed Feb  2 15:02:33 2022 ; 4403 ;; 94.19 ;;
Wed Feb  2 15:02:34 2022 ; 4404 ;; 94.16 ;;
Wed Feb  2 15:02:41 2022 ; 4417 ;; 94.16 ;;
Wed Feb  2 15:02:46 2022 ; 4426 ;; 94.15 ;;
Wed Feb  2 15:02:50 2022 ; 4432 ;; 94.13 ;;
Wed Feb  2 15:02:51 2022 ; 4433 ;; 94.11 ;;
Wed Feb  2 15:02:55 2022 ; 4440 ;; 94.1 ;;
Wed Feb  2 15:02:56 2022 ; 4441 ;; 94.08 ;;
Wed Feb  2 15:03:01 2022 ; 4449 ;; 94.07 ;;
Wed Feb  2 15:03:02 2022 ; 4451 ;; 94.05 ;;
Wed Feb  2 15:03:03 2022 ; 4452 ;; 94.03 ;;
Wed Feb  2 15:03:04 2022 ; 4453 ;; 94.0 ;;
Wed Feb  2 15:03:07 2022 ; 4456 ;; 93.99 ;;
Wed Feb  2 15:03:08 2022 ; 4457 ;; 93.96 ;;
Wed Feb  2 15:03:10 2022 ; 4461 ;; 93.95 ;;
Wed Feb  2 15:03:12 2022 ; 4463 ;; 93.93 ;;
Wed Feb  2 15:03:13 2022 ; 4464 ;; 93.91 ;;
Wed Feb  2 15:03:14 2022 ; 4465 ;; 93.89 ;;
Wed Feb  2 15:03:16 2022 ; 4468 ;; 93.87 ;;
Wed Feb  2 15:03:17 2022 ; 4469 ;; 93.85 ;;
Wed Feb  2 15:03:18 2022 ; 4470 ;; 93.83 ;;
Wed Feb  2 15:03:19 2022 ; 4471 ;; 93.8 ;;
Wed Feb  2 15:03:26 2022 ; 4483 ;; 93.8 ;;
Wed Feb  2 15:03:27 2022 ; 4484 ;; 93.78 ;;
Wed Feb  2 15:03:31 2022 ; 4490 ;; 93.76 ;;
Wed Feb  2 15:03:32 2022 ; 4491 ;; 93.74 ;;
Wed Feb  2 15:03:37 2022 ; 4501 ;; 93.73 ;;
Wed Feb  2 15:03:47 2022 ; 4518 ;; 93.74 ;;
Wed Feb  2 15:03:52 2022 ; 4527 ;; 93.73 ;;
Wed Feb  2 15:03:57 2022 ; 4535 ;; 93.72 ;;
Wed Feb  2 15:03:59 2022 ; 4539 ;; 93.7 ;;
Wed Feb  2 15:04:03 2022 ; 4546 ;; 93.69 ;;
Wed Feb  2 15:04:09 2022 ; 4555 ;; 93.68 ;;
Wed Feb  2 15:04:19 2022 ; 4573 ;; 93.68 ;;
Wed Feb  2 15:04:21 2022 ; 4576 ;; 93.66 ;;
Wed Feb  2 15:04:24 2022 ; 4582 ;; 93.65 ;;
Wed Feb  2 15:04:37 2022 ; 4605 ;; 93.66 ;;
Wed Feb  2 15:04:45 2022 ; 4619 ;; 93.66 ;;
Wed Feb  2 15:04:55 2022 ; 4637 ;; 93.66 ;;
Wed Feb  2 15:05:07 2022 ; 4660 ;; 93.67 ;;
Wed Feb  2 15:05:25 2022 ; 4692 ;; 93.69 ;;
Wed Feb  2 15:05:49 2022 ; 4737 ;; 93.73 ;;
Wed Feb  2 15:05:51 2022 ; 4740 ;; 93.71 ;;
Wed Feb  2 15:05:59 2022 ; 4754 ;; 93.71 ;;
Wed Feb  2 15:06:00 2022 ; 4755 ;; 93.69 ;;
Wed Feb  2 15:06:04 2022 ; 4763 ;; 93.68 ;;
Wed Feb  2 15:06:16 2022 ; 4784 ;; 93.69 ;;
Wed Feb  2 15:06:17 2022 ; 4785 ;; 93.67 ;;
Wed Feb  2 15:06:27 2022 ; 4804 ;; 93.67 ;;
Wed Feb  2 15:06:38 2022 ; 4823 ;; 93.68 ;;
Wed Feb  2 15:06:55 2022 ; 4855 ;; 93.7 ;;
Wed Feb  2 15:07:27 2022 ; 4915 ;; 93.75 ;;
Wed Feb  2 15:07:31 2022 ; 4921 ;; 93.74 ;;
Wed Feb  2 15:07:38 2022 ; 4935 ;; 93.74 ;;
Wed Feb  2 15:07:49 2022 ; 4954 ;; 93.74 ;;
Wed Feb  2 15:08:11 2022 ; 4995 ;; 93.77 ;;
Wed Feb  2 15:08:12 2022 ; 4996 ;; 93.76 ;;
Wed Feb  2 15:08:21 2022 ; 5013 ;; 93.76 ;;
Wed Feb  2 15:08:24 2022 ; 5018 ;; 93.74 ;;
Wed Feb  2 15:08:32 2022 ; 5031 ;; 93.74 ;;
Wed Feb  2 15:08:41 2022 ; 5047 ;; 93.74 ;;
Wed Feb  2 15:08:53 2022 ; 5070 ;; 93.75 ;;
Wed Feb  2 15:09:09 2022 ; 5099 ;; 93.76 ;;
Wed Feb  2 15:09:12 2022 ; 5105 ;; 93.75 ;;
Wed Feb  2 15:09:16 2022 ; 5111 ;; 93.74 ;;
Wed Feb  2 15:09:17 2022 ; 5112 ;; 93.72 ;;
Wed Feb  2 15:09:39 2022 ; 5152 ;; 93.75 ;;
Wed Feb  2 15:09:48 2022 ; 5169 ;; 93.75 ;;
Wed Feb  2 15:09:57 2022 ; 5185 ;; 93.75 ;;
Wed Feb  2 15:09:58 2022 ; 5186 ;; 93.73 ;;
Wed Feb  2 15:10:02 2022 ; 5192 ;; 93.72 ;;
Wed Feb  2 15:10:06 2022 ; 5200 ;; 93.71 ;;
Wed Feb  2 15:10:22 2022 ; 5230 ;; 93.73 ;;
Wed Feb  2 15:10:27 2022 ; 5238 ;; 93.72 ;;
Wed Feb  2 15:10:32 2022 ; 5246 ;; 93.71 ;;
Wed Feb  2 15:10:55 2022 ; 5290 ;; 93.74 ;;
Wed Feb  2 15:11:04 2022 ; 5305 ;; 93.74 ;;
Wed Feb  2 15:11:18 2022 ; 5332 ;; 93.75 ;;
Wed Feb  2 15:11:23 2022 ; 5340 ;; 93.75 ;;
Wed Feb  2 15:11:24 2022 ; 5341 ;; 93.73 ;;
Wed Feb  2 15:11:25 2022 ; 5342 ;; 93.71 ;;
Wed Feb  2 15:11:30 2022 ; 5350 ;; 93.7 ;;
Wed Feb  2 15:11:31 2022 ; 5352 ;; 93.68 ;;
Wed Feb  2 15:12:00 2022 ; 5406 ;; 93.73 ;;
Wed Feb  2 15:12:02 2022 ; 5408 ;; 93.71 ;;
Wed Feb  2 15:12:14 2022 ; 5430 ;; 93.72 ;;
Wed Feb  2 15:12:23 2022 ; 5447 ;; 93.72 ;;
Wed Feb  2 15:12:53 2022 ; 5503 ;; 93.77 ;;
Wed Feb  2 15:13:24 2022 ; 5561 ;; 93.81 ;;
Wed Feb  2 15:13:25 2022 ; 5562 ;; 93.8 ;;
Wed Feb  2 15:13:41 2022 ; 5591 ;; 93.81 ;;
Wed Feb  2 15:13:47 2022 ; 5603 ;; 93.81 ;;
Wed Feb  2 15:13:51 2022 ; 5608 ;; 93.79 ;;
Wed Feb  2 15:13:56 2022 ; 5618 ;; 93.79 ;;
Wed Feb  2 15:13:57 2022 ; 5619 ;; 93.77 ;;
Wed Feb  2 15:13:59 2022 ; 5622 ;; 93.76 ;;
Wed Feb  2 15:14:03 2022 ; 5628 ;; 93.75 ;;
Wed Feb  2 15:14:09 2022 ; 5638 ;; 93.74 ;;
Wed Feb  2 15:14:11 2022 ; 5641 ;; 93.72 ;;
Wed Feb  2 15:14:21 2022 ; 5660 ;; 93.73 ;;
Wed Feb  2 15:14:23 2022 ; 5663 ;; 93.71 ;;
Wed Feb  2 15:14:33 2022 ; 5681 ;; 93.72 ;;
Wed Feb  2 15:14:56 2022 ; 5723 ;; 93.74 ;;
Wed Feb  2 15:15:01 2022 ; 5731 ;; 93.74 ;;
Wed Feb  2 15:15:03 2022 ; 5734 ;; 93.72 ;;
Wed Feb  2 15:15:32 2022 ; 5790 ;; 93.77 ;;
Wed Feb  2 15:15:49 2022 ; 5821 ;; 93.78 ;;
Wed Feb  2 15:16:11 2022 ; 5861 ;; 93.81 ;;
Wed Feb  2 15:17:01 2022 ; 5955 ;; 93.89 ;;
Wed Feb  2 15:17:03 2022 ; 5959 ;; 93.87 ;;
Wed Feb  2 15:17:06 2022 ; 5963 ;; 93.86 ;;
Wed Feb  2 15:17:13 2022 ; 5975 ;; 93.86 ;;
Wed Feb  2 15:17:52 2022 ; 6049 ;; 93.92 ;;
Wed Feb  2 15:17:56 2022 ; 6055 ;; 93.91 ;;
Wed Feb  2 15:18:04 2022 ; 6069 ;; 93.9 ;;
Wed Feb  2 15:18:48 2022 ; 6150 ;; 93.97 ;;
Wed Feb  2 15:18:59 2022 ; 6170 ;; 93.97 ;;
Wed Feb  2 15:19:10 2022 ; 6190 ;; 93.97 ;;
Wed Feb  2 15:19:15 2022 ; 6198 ;; 93.97 ;;
Wed Feb  2 15:19:30 2022 ; 6225 ;; 93.98 ;;
Wed Feb  2 15:20:10 2022 ; 6299 ;; 94.03 ;;
Wed Feb  2 15:20:56 2022 ; 6386 ;; 94.1 ;;
Wed Feb  2 15:21:19 2022 ; 6428 ;; 94.12 ;;
Wed Feb  2 15:21:20 2022 ; 6429 ;; 94.1 ;;
Wed Feb  2 15:21:25 2022 ; 6437 ;; 94.1 ;;
Wed Feb  2 15:22:20 2022 ; 6540 ;; 94.17 ;;
Wed Feb  2 15:23:28 2022 ; 6666 ;; 94.27 ;;
Wed Feb  2 15:23:31 2022 ; 6670 ;; 94.26 ;;
Wed Feb  2 15:24:01 2022 ; 6726 ;; 94.29 ;;
Wed Feb  2 15:24:13 2022 ; 6748 ;; 94.29 ;;
Wed Feb  2 15:24:14 2022 ; 6749 ;; 94.28 ;;
Wed Feb  2 15:24:32 2022 ; 6782 ;; 94.29 ;;
