Time stamp;Contador;RSSI_DL;PSR;Status LED NodeMCU; Status LED Esp
Thu Jan 27 10:52:36 2022 ; 13794 ;; 99.58 ;;
Thu Jan 27 10:55:18 2022 ; 14086 ;; 99.58 ;;
Thu Jan 27 10:58:33 2022 ; 14437 ;; 99.58 ;;
Thu Jan 27 11:00:57 2022 ; 14695 ;; 99.58 ;;
Thu Jan 27 11:00:58 2022 ; 14696 ;; 99.58 ;;
Thu Jan 27 11:02:19 2022 ; 14842 ;; 99.58 ;;
Thu Jan 27 11:03:33 2022 ; 14975 ;; 99.57 ;;
Thu Jan 27 11:04:02 2022 ; 15026 ;; 99.57 ;;
Thu Jan 27 11:04:08 2022 ; 15036 ;; 99.56 ;;
Thu Jan 27 11:04:39 2022 ; 15092 ;; 99.56 ;;
Thu Jan 27 11:04:55 2022 ; 15122 ;; 99.55 ;;
Thu Jan 27 11:20:44 2022 ; 16846 ;; 99.59 ;;
Thu Jan 27 11:21:35 2022 ; 16939 ;; 99.59 ;;
Thu Jan 27 11:23:44 2022 ; 17176 ;; 99.59 ;;
Thu Jan 27 11:23:52 2022 ; 17190 ;; 99.58 ;;
Thu Jan 27 11:25:08 2022 ; 17329 ;; 99.58 ;;
Thu Jan 27 11:27:05 2022 ; 17541 ;; 99.58 ;;
Thu Jan 27 11:33:11 2022 ; 18197 ;; 99.59 ;;
Thu Jan 27 11:34:21 2022 ; 18324 ;; 99.59 ;;
Thu Jan 27 11:34:28 2022 ; 18336 ;; 99.58 ;;
Thu Jan 27 11:39:33 2022 ; 18894 ;; 99.59 ;;
Thu Jan 27 11:39:35 2022 ; 18898 ;; 99.58 ;;
Thu Jan 27 11:39:44 2022 ; 18912 ;; 99.58 ;;
Thu Jan 27 11:44:09 2022 ; 19398 ;; 99.58 ;;
