Time stamp;Contador;RSSI_DL;PSR;Status LED NodeMCU; Status LED Esp
Fri Jan 28 19:54:44 2022 ; 4906 ;; 96.13 ;;
Fri Jan 28 19:54:45 2022 ; 4907 ;; 96.11 ;;
Fri Jan 28 19:54:46 2022 ; 4908 ;; 96.09 ;;
Fri Jan 28 19:54:49 2022 ; 4912 ;; 96.07 ;;
Fri Jan 28 19:54:50 2022 ; 4913 ;; 96.05 ;;
Fri Jan 28 19:55:00 2022 ; 4930 ;; 96.04 ;;
Fri Jan 28 19:55:29 2022 ; 4980 ;; 96.06 ;;
Fri Jan 28 19:55:30 2022 ; 4981 ;; 96.04 ;;
Fri Jan 28 19:55:31 2022 ; 4982 ;; 96.03 ;;
Fri Jan 28 19:55:32 2022 ; 4983 ;; 96.01 ;;
Fri Jan 28 19:55:33 2022 ; 4984 ;; 95.99 ;;
Fri Jan 28 19:55:58 2022 ; 5027 ;; 96.0 ;;
Fri Jan 28 19:56:11 2022 ; 5050 ;; 96.0 ;;
Fri Jan 28 19:56:22 2022 ; 5069 ;; 96.0 ;;
Fri Jan 28 19:56:23 2022 ; 5070 ;; 95.98 ;;
Fri Jan 28 19:56:24 2022 ; 5071 ;; 95.96 ;;
Fri Jan 28 19:56:25 2022 ; 5072 ;; 95.94 ;;
Fri Jan 28 19:56:38 2022 ; 5094 ;; 95.94 ;;
Fri Jan 28 19:56:58 2022 ; 5128 ;; 95.94 ;;
Fri Jan 28 19:57:16 2022 ; 5158 ;; 95.95 ;;
Fri Jan 28 19:57:47 2022 ; 5213 ;; 95.97 ;;
Fri Jan 28 19:57:58 2022 ; 5233 ;; 95.97 ;;
Fri Jan 28 19:58:03 2022 ; 5240 ;; 95.95 ;;
Fri Jan 28 19:58:04 2022 ; 5242 ;; 95.94 ;;
Fri Jan 28 19:58:08 2022 ; 5247 ;; 95.92 ;;
Fri Jan 28 19:58:09 2022 ; 5248 ;; 95.9 ;;
Fri Jan 28 19:58:10 2022 ; 5249 ;; 95.88 ;;
Fri Jan 28 19:58:11 2022 ; 5250 ;; 95.87 ;;
Fri Jan 28 19:58:12 2022 ; 5251 ;; 95.85 ;;
Fri Jan 28 19:58:13 2022 ; 5252 ;; 95.83 ;;
Fri Jan 28 19:58:14 2022 ; 5253 ;; 95.81 ;;
Fri Jan 28 19:58:15 2022 ; 5254 ;; 95.79 ;;
Fri Jan 28 19:58:16 2022 ; 5255 ;; 95.78 ;;
Fri Jan 28 19:58:17 2022 ; 5256 ;; 95.76 ;;
Fri Jan 28 19:58:18 2022 ; 5257 ;; 95.74 ;;
Fri Jan 28 19:58:19 2022 ; 5258 ;; 95.72 ;;
Fri Jan 28 19:58:20 2022 ; 5259 ;; 95.7 ;;
Fri Jan 28 19:58:21 2022 ; 5260 ;; 95.68 ;;
Fri Jan 28 19:58:22 2022 ; 5261 ;; 95.67 ;;
Fri Jan 28 19:58:23 2022 ; 5262 ;; 95.65 ;;
Fri Jan 28 19:58:24 2022 ; 5263 ;; 95.63 ;;
Fri Jan 28 19:58:25 2022 ; 5264 ;; 95.61 ;;
Fri Jan 28 19:58:26 2022 ; 5265 ;; 95.59 ;;
Fri Jan 28 19:58:27 2022 ; 5266 ;; 95.58 ;;
Fri Jan 28 19:58:28 2022 ; 5267 ;; 95.56 ;;
Fri Jan 28 19:58:29 2022 ; 5268 ;; 95.54 ;;
Fri Jan 28 19:58:30 2022 ; 5269 ;; 95.52 ;;
Fri Jan 28 19:58:31 2022 ; 5270 ;; 95.5 ;;
Fri Jan 28 19:58:33 2022 ; 5271 ;; 95.48 ;;
Fri Jan 28 19:58:34 2022 ; 5272 ;; 95.47 ;;
Fri Jan 28 19:58:43 2022 ; 5287 ;; 95.46 ;;
Fri Jan 28 19:58:44 2022 ; 5288 ;; 95.44 ;;
Fri Jan 28 19:58:45 2022 ; 5289 ;; 95.42 ;;
Fri Jan 28 19:58:46 2022 ; 5290 ;; 95.41 ;;
Fri Jan 28 19:58:47 2022 ; 5291 ;; 95.39 ;;
Fri Jan 28 19:58:59 2022 ; 5311 ;; 95.39 ;;
Fri Jan 28 19:59:00 2022 ; 5312 ;; 95.37 ;;
Fri Jan 28 19:59:10 2022 ; 5329 ;; 95.36 ;;
Fri Jan 28 19:59:11 2022 ; 5330 ;; 95.35 ;;
Fri Jan 28 19:59:12 2022 ; 5331 ;; 95.33 ;;
Fri Jan 28 19:59:21 2022 ; 5346 ;; 95.32 ;;
Fri Jan 28 19:59:22 2022 ; 5347 ;; 95.31 ;;
Fri Jan 28 19:59:30 2022 ; 5361 ;; 95.3 ;;
Fri Jan 28 19:59:32 2022 ; 5364 ;; 95.28 ;;
Fri Jan 28 19:59:43 2022 ; 5381 ;; 95.28 ;;
Fri Jan 28 19:59:44 2022 ; 5382 ;; 95.26 ;;
Fri Jan 28 19:59:45 2022 ; 5383 ;; 95.24 ;;
Fri Jan 28 19:59:46 2022 ; 5385 ;; 95.23 ;;
Fri Jan 28 19:59:57 2022 ; 5403 ;; 95.22 ;;
Fri Jan 28 19:59:58 2022 ; 5404 ;; 95.21 ;;
Fri Jan 28 19:59:59 2022 ; 5405 ;; 95.19 ;;
Fri Jan 28 20:00:00 2022 ; 5406 ;; 95.17 ;;
Fri Jan 28 20:00:02 2022 ; 5408 ;; 95.16 ;;
Fri Jan 28 20:00:03 2022 ; 5409 ;; 95.14 ;;
Fri Jan 28 20:00:18 2022 ; 5435 ;; 95.14 ;;
Fri Jan 28 20:00:29 2022 ; 5454 ;; 95.14 ;;
Fri Jan 28 20:00:30 2022 ; 5455 ;; 95.12 ;;
Fri Jan 28 20:00:40 2022 ; 5472 ;; 95.12 ;;
Fri Jan 28 20:00:43 2022 ; 5476 ;; 95.11 ;;
Fri Jan 28 20:00:44 2022 ; 5477 ;; 95.09 ;;
Fri Jan 28 20:00:54 2022 ; 5494 ;; 95.09 ;;
Fri Jan 28 20:00:55 2022 ; 5495 ;; 95.07 ;;
Fri Jan 28 20:01:04 2022 ; 5510 ;; 95.06 ;;
Fri Jan 28 20:01:05 2022 ; 5511 ;; 95.05 ;;
Fri Jan 28 20:01:06 2022 ; 5513 ;; 95.03 ;;
Fri Jan 28 20:01:07 2022 ; 5514 ;; 95.01 ;;
Fri Jan 28 20:01:08 2022 ; 5515 ;; 95.0 ;;
Fri Jan 28 20:01:18 2022 ; 5532 ;; 94.99 ;;
Fri Jan 28 20:01:20 2022 ; 5533 ;; 94.98 ;;
Fri Jan 28 20:01:21 2022 ; 5534 ;; 94.96 ;;
Fri Jan 28 20:01:22 2022 ; 5535 ;; 94.94 ;;
Fri Jan 28 20:01:33 2022 ; 5555 ;; 94.94 ;;
Fri Jan 28 20:01:34 2022 ; 5556 ;; 94.92 ;;
Fri Jan 28 20:01:35 2022 ; 5557 ;; 94.91 ;;
Fri Jan 28 20:01:47 2022 ; 5577 ;; 94.91 ;;
Fri Jan 28 20:01:58 2022 ; 5596 ;; 94.91 ;;
Fri Jan 28 20:02:01 2022 ; 5601 ;; 94.89 ;;
Fri Jan 28 20:02:12 2022 ; 5620 ;; 94.89 ;;
Fri Jan 28 20:02:13 2022 ; 5621 ;; 94.88 ;;
Fri Jan 28 20:02:23 2022 ; 5637 ;; 94.87 ;;
Fri Jan 28 20:02:33 2022 ; 5653 ;; 94.87 ;;
Fri Jan 28 20:02:34 2022 ; 5654 ;; 94.85 ;;
Fri Jan 28 20:02:35 2022 ; 5655 ;; 94.84 ;;
Fri Jan 28 20:02:36 2022 ; 5656 ;; 94.82 ;;
Fri Jan 28 20:02:45 2022 ; 5672 ;; 94.82 ;;
Fri Jan 28 20:02:46 2022 ; 5673 ;; 94.8 ;;
Fri Jan 28 20:02:47 2022 ; 5674 ;; 94.78 ;;
Fri Jan 28 20:02:48 2022 ; 5675 ;; 94.77 ;;
Fri Jan 28 20:03:00 2022 ; 5694 ;; 94.77 ;;
Fri Jan 28 20:03:01 2022 ; 5695 ;; 94.75 ;;
Fri Jan 28 20:03:02 2022 ; 5697 ;; 94.73 ;;
Fri Jan 28 20:03:03 2022 ; 5698 ;; 94.72 ;;
Fri Jan 28 20:03:14 2022 ; 5716 ;; 94.72 ;;
Fri Jan 28 20:03:15 2022 ; 5717 ;; 94.7 ;;
Fri Jan 28 20:03:16 2022 ; 5718 ;; 94.68 ;;
Fri Jan 28 20:03:30 2022 ; 5741 ;; 94.69 ;;
Fri Jan 28 20:03:41 2022 ; 5759 ;; 94.69 ;;
Fri Jan 28 20:03:42 2022 ; 5761 ;; 94.67 ;;
Fri Jan 28 20:03:43 2022 ; 5762 ;; 94.65 ;;
Fri Jan 28 20:03:44 2022 ; 5763 ;; 94.64 ;;
Fri Jan 28 20:03:56 2022 ; 5783 ;; 94.64 ;;
Fri Jan 28 20:03:58 2022 ; 5786 ;; 94.62 ;;
Fri Jan 28 20:03:59 2022 ; 5787 ;; 94.61 ;;
Fri Jan 28 20:04:11 2022 ; 5806 ;; 94.61 ;;
Fri Jan 28 20:04:12 2022 ; 5807 ;; 94.59 ;;
Fri Jan 28 20:04:22 2022 ; 5823 ;; 94.59 ;;
Fri Jan 28 20:04:23 2022 ; 5824 ;; 94.57 ;;
Fri Jan 28 20:04:24 2022 ; 5825 ;; 94.56 ;;
Fri Jan 28 20:04:25 2022 ; 5826 ;; 94.54 ;;
Fri Jan 28 20:04:36 2022 ; 5845 ;; 94.54 ;;
Fri Jan 28 20:04:38 2022 ; 5847 ;; 94.53 ;;
Fri Jan 28 20:04:50 2022 ; 5868 ;; 94.53 ;;
Fri Jan 28 20:04:51 2022 ; 5869 ;; 94.51 ;;
Fri Jan 28 20:05:01 2022 ; 5886 ;; 94.51 ;;
Fri Jan 28 20:05:02 2022 ; 5887 ;; 94.5 ;;
Fri Jan 28 20:05:03 2022 ; 5888 ;; 94.48 ;;
Fri Jan 28 20:05:04 2022 ; 5889 ;; 94.46 ;;
Fri Jan 28 20:05:05 2022 ; 5890 ;; 94.45 ;;
Fri Jan 28 20:05:16 2022 ; 5908 ;; 94.45 ;;
Fri Jan 28 20:05:17 2022 ; 5909 ;; 94.43 ;;
Fri Jan 28 20:05:18 2022 ; 5910 ;; 94.42 ;;
Fri Jan 28 20:05:19 2022 ; 5911 ;; 94.4 ;;
Fri Jan 28 20:05:30 2022 ; 5930 ;; 94.4 ;;
Fri Jan 28 20:05:31 2022 ; 5931 ;; 94.39 ;;
Fri Jan 28 20:05:42 2022 ; 5950 ;; 94.39 ;;
Fri Jan 28 20:05:43 2022 ; 5951 ;; 94.37 ;;
Fri Jan 28 20:05:44 2022 ; 5952 ;; 94.35 ;;
Fri Jan 28 20:05:45 2022 ; 5953 ;; 94.34 ;;
Fri Jan 28 20:05:56 2022 ; 5971 ;; 94.34 ;;
Fri Jan 28 20:05:59 2022 ; 5975 ;; 94.33 ;;
Fri Jan 28 20:06:13 2022 ; 6000 ;; 94.33 ;;
Fri Jan 28 20:06:23 2022 ; 6016 ;; 94.33 ;;
Fri Jan 28 20:06:24 2022 ; 6017 ;; 94.32 ;;
Fri Jan 28 20:06:33 2022 ; 6033 ;; 94.31 ;;
Fri Jan 28 20:06:34 2022 ; 6034 ;; 94.3 ;;
Fri Jan 28 20:06:45 2022 ; 6052 ;; 94.3 ;;
Fri Jan 28 20:06:47 2022 ; 6055 ;; 94.29 ;;
Fri Jan 28 20:06:58 2022 ; 6074 ;; 94.29 ;;
Fri Jan 28 20:07:00 2022 ; 6076 ;; 94.27 ;;
Fri Jan 28 20:07:01 2022 ; 6077 ;; 94.26 ;;
Fri Jan 28 20:07:02 2022 ; 6079 ;; 94.24 ;;
Fri Jan 28 20:07:14 2022 ; 6098 ;; 94.24 ;;
Fri Jan 28 20:07:15 2022 ; 6099 ;; 94.23 ;;
Fri Jan 28 20:07:17 2022 ; 6101 ;; 94.21 ;;
Fri Jan 28 20:07:18 2022 ; 6102 ;; 94.2 ;;
Fri Jan 28 20:07:29 2022 ; 6122 ;; 94.2 ;;
Fri Jan 28 20:07:40 2022 ; 6141 ;; 94.2 ;;
Fri Jan 28 20:07:41 2022 ; 6142 ;; 94.19 ;;
Fri Jan 28 20:07:43 2022 ; 6143 ;; 94.17 ;;
Fri Jan 28 20:07:51 2022 ; 6158 ;; 94.17 ;;
Fri Jan 28 20:07:53 2022 ; 6160 ;; 94.16 ;;
Fri Jan 28 20:07:55 2022 ; 6162 ;; 94.14 ;;
Fri Jan 28 20:07:56 2022 ; 6163 ;; 94.13 ;;
Fri Jan 28 20:07:57 2022 ; 6164 ;; 94.11 ;;
Fri Jan 28 20:08:06 2022 ; 6181 ;; 94.11 ;;
Fri Jan 28 20:08:08 2022 ; 6182 ;; 94.1 ;;
Fri Jan 28 20:08:09 2022 ; 6183 ;; 94.08 ;;
Fri Jan 28 20:08:18 2022 ; 6198 ;; 94.08 ;;
Fri Jan 28 20:08:28 2022 ; 6215 ;; 94.08 ;;
Fri Jan 28 20:08:37 2022 ; 6230 ;; 94.08 ;;
Fri Jan 28 20:08:38 2022 ; 6231 ;; 94.06 ;;
Fri Jan 28 20:08:40 2022 ; 6234 ;; 94.05 ;;
Fri Jan 28 20:08:41 2022 ; 6235 ;; 94.03 ;;
Fri Jan 28 20:08:49 2022 ; 6249 ;; 94.03 ;;
Fri Jan 28 20:08:51 2022 ; 6251 ;; 94.02 ;;
Fri Jan 28 20:08:52 2022 ; 6253 ;; 94.0 ;;
Fri Jan 28 20:08:53 2022 ; 6254 ;; 93.99 ;;
Fri Jan 28 20:09:13 2022 ; 6288 ;; 94.0 ;;
Fri Jan 28 20:09:14 2022 ; 6289 ;; 93.99 ;;
Fri Jan 28 20:09:15 2022 ; 6290 ;; 93.97 ;;
Fri Jan 28 20:09:16 2022 ; 6291 ;; 93.96 ;;
Fri Jan 28 20:09:17 2022 ; 6292 ;; 93.94 ;;
Fri Jan 28 20:09:28 2022 ; 6310 ;; 93.95 ;;
Fri Jan 28 20:09:29 2022 ; 6311 ;; 93.93 ;;
Fri Jan 28 20:09:30 2022 ; 6312 ;; 93.92 ;;
Fri Jan 28 20:09:31 2022 ; 6313 ;; 93.9 ;;
Fri Jan 28 20:09:41 2022 ; 6330 ;; 93.9 ;;
Fri Jan 28 20:09:42 2022 ; 6331 ;; 93.89 ;;
Fri Jan 28 20:09:43 2022 ; 6332 ;; 93.87 ;;
