Time stamp;Contador;RSSI_DL;PSR;Status LED NodeMCU; Status LED Esp
Wed Nov 30 20:05:17 2022 ; 101 ;; 69.31 ;;
Wed Nov 30 20:05:18 2022 ; 102 ;; 68.63 ;;
Wed Nov 30 20:05:19 2022 ; 103 ;; 67.96 ;;
Wed Nov 30 20:05:21 2022 ; 104 ;; 67.31 ;;
Wed Nov 30 20:05:24 2022 ; 109 ;; 67.89 ;;
Wed Nov 30 20:05:30 2022 ; 117 ;; 69.23 ;;
Wed Nov 30 20:05:32 2022 ; 121 ;; 69.42 ;;
Wed Nov 30 20:05:34 2022 ; 122 ;; 68.85 ;;
Wed Nov 30 20:05:35 2022 ; 123 ;; 68.29 ;;
Wed Nov 30 20:05:36 2022 ; 124 ;; 67.74 ;;
Wed Nov 30 20:05:37 2022 ; 125 ;; 67.2 ;;
Wed Nov 30 20:05:41 2022 ; 130 ;; 67.69 ;;
Wed Nov 30 20:05:42 2022 ; 131 ;; 67.18 ;;
Wed Nov 30 20:05:43 2022 ; 132 ;; 66.67 ;;
Wed Nov 30 20:05:44 2022 ; 133 ;; 66.17 ;;
Wed Nov 30 20:05:45 2022 ; 134 ;; 65.67 ;;
Wed Nov 30 20:05:46 2022 ; 135 ;; 65.19 ;;
Wed Nov 30 20:05:47 2022 ; 136 ;; 64.71 ;;
Wed Nov 30 20:05:48 2022 ; 137 ;; 64.23 ;;
Wed Nov 30 20:05:49 2022 ; 138 ;; 63.77 ;;
Wed Nov 30 20:05:50 2022 ; 139 ;; 63.31 ;;
Wed Nov 30 20:05:51 2022 ; 140 ;; 62.86 ;;
Wed Nov 30 20:05:52 2022 ; 141 ;; 62.41 ;;
Wed Nov 30 20:05:53 2022 ; 142 ;; 61.97 ;;
Wed Nov 30 20:05:55 2022 ; 143 ;; 61.54 ;;
Wed Nov 30 20:05:56 2022 ; 144 ;; 61.11 ;;
Wed Nov 30 20:05:57 2022 ; 145 ;; 60.69 ;;
Wed Nov 30 20:05:58 2022 ; 146 ;; 60.27 ;;
Wed Nov 30 20:05:59 2022 ; 147 ;; 59.86 ;;
Wed Nov 30 20:06:17 2022 ; 175 ;; 65.71 ;;
Wed Nov 30 20:06:18 2022 ; 176 ;; 65.34 ;;
Wed Nov 30 20:06:21 2022 ; 179 ;; 65.36 ;;
Wed Nov 30 20:06:22 2022 ; 180 ;; 65.0 ;;
Wed Nov 30 20:06:23 2022 ; 181 ;; 64.64 ;;
Wed Nov 30 20:06:24 2022 ; 182 ;; 64.29 ;;
Wed Nov 30 20:06:31 2022 ; 192 ;; 65.62 ;;
Wed Nov 30 20:06:32 2022 ; 193 ;; 65.28 ;;
Wed Nov 30 20:06:33 2022 ; 195 ;; 65.13 ;;
Wed Nov 30 20:06:39 2022 ; 203 ;; 66.01 ;;
Wed Nov 30 20:06:40 2022 ; 204 ;; 65.69 ;;
Wed Nov 30 20:06:41 2022 ; 205 ;; 65.37 ;;
Wed Nov 30 20:06:43 2022 ; 207 ;; 65.22 ;;
Wed Nov 30 20:06:44 2022 ; 208 ;; 64.9 ;;
Wed Nov 30 20:06:46 2022 ; 210 ;; 64.76 ;;
Wed Nov 30 20:06:47 2022 ; 211 ;; 64.45 ;;
Wed Nov 30 20:06:49 2022 ; 214 ;; 64.49 ;;
Wed Nov 30 20:06:52 2022 ; 218 ;; 64.68 ;;
Wed Nov 30 20:06:57 2022 ; 225 ;; 65.33 ;;
Wed Nov 30 20:07:00 2022 ; 229 ;; 65.5 ;;
Wed Nov 30 20:07:01 2022 ; 230 ;; 65.22 ;;
Wed Nov 30 20:07:02 2022 ; 231 ;; 64.94 ;;
Wed Nov 30 20:07:04 2022 ; 232 ;; 64.66 ;;
Wed Nov 30 20:07:05 2022 ; 233 ;; 64.38 ;;
Wed Nov 30 20:07:06 2022 ; 235 ;; 64.26 ;;
Wed Nov 30 20:07:07 2022 ; 236 ;; 63.98 ;;
Wed Nov 30 20:07:12 2022 ; 242 ;; 64.46 ;;
Wed Nov 30 20:07:15 2022 ; 246 ;; 64.63 ;;
Wed Nov 30 20:07:16 2022 ; 247 ;; 64.37 ;;
Wed Nov 30 20:07:21 2022 ; 254 ;; 64.96 ;;
Wed Nov 30 20:07:22 2022 ; 255 ;; 64.71 ;;
Wed Nov 30 20:07:23 2022 ; 256 ;; 64.45 ;;
Wed Nov 30 20:07:25 2022 ; 257 ;; 64.2 ;;
Wed Nov 30 20:07:26 2022 ; 259 ;; 64.09 ;;
Wed Nov 30 20:07:27 2022 ; 260 ;; 63.85 ;;
Wed Nov 30 20:07:33 2022 ; 267 ;; 64.42 ;;
Wed Nov 30 20:07:34 2022 ; 269 ;; 64.31 ;;
Wed Nov 30 20:07:35 2022 ; 270 ;; 64.07 ;;
Wed Nov 30 20:07:37 2022 ; 271 ;; 63.84 ;;
Wed Nov 30 20:07:38 2022 ; 272 ;; 63.6 ;;
Wed Nov 30 20:07:39 2022 ; 273 ;; 63.37 ;;
Wed Nov 30 20:07:40 2022 ; 275 ;; 63.27 ;;
Wed Nov 30 20:07:42 2022 ; 276 ;; 63.04 ;;
Wed Nov 30 20:07:43 2022 ; 277 ;; 62.82 ;;
Wed Nov 30 20:07:44 2022 ; 279 ;; 62.72 ;;
Wed Nov 30 20:07:45 2022 ; 280 ;; 62.5 ;;
Wed Nov 30 20:07:50 2022 ; 286 ;; 62.94 ;;
Wed Nov 30 20:07:51 2022 ; 287 ;; 62.72 ;;
Wed Nov 30 20:07:53 2022 ; 289 ;; 62.63 ;;
Wed Nov 30 20:07:54 2022 ; 290 ;; 62.41 ;;
Wed Nov 30 20:07:56 2022 ; 292 ;; 62.33 ;;
Wed Nov 30 20:07:57 2022 ; 294 ;; 62.24 ;;
Wed Nov 30 20:07:58 2022 ; 295 ;; 62.03 ;;
Wed Nov 30 20:08:00 2022 ; 296 ;; 61.82 ;;
Wed Nov 30 20:08:01 2022 ; 297 ;; 61.62 ;;
Wed Nov 30 20:08:02 2022 ; 298 ;; 61.41 ;;
Wed Nov 30 20:08:04 2022 ; 301 ;; 61.46 ;;
Wed Nov 30 20:08:05 2022 ; 302 ;; 61.26 ;;
Wed Nov 30 20:08:16 2022 ; 318 ;; 62.89 ;;
Wed Nov 30 20:08:19 2022 ; 321 ;; 62.93 ;;
Wed Nov 30 20:08:23 2022 ; 326 ;; 63.19 ;;
Wed Nov 30 20:08:24 2022 ; 327 ;; 63.0 ;;
Wed Nov 30 20:08:27 2022 ; 332 ;; 63.25 ;;
Wed Nov 30 20:08:30 2022 ; 335 ;; 63.28 ;;
Wed Nov 30 20:08:31 2022 ; 336 ;; 63.1 ;;
Wed Nov 30 20:08:32 2022 ; 337 ;; 62.91 ;;
Wed Nov 30 20:08:33 2022 ; 338 ;; 62.72 ;;
Wed Nov 30 20:08:35 2022 ; 340 ;; 62.65 ;;
Wed Nov 30 20:08:36 2022 ; 341 ;; 62.46 ;;
Wed Nov 30 20:09:00 2022 ; 376 ;; 65.69 ;;
Wed Nov 30 20:09:13 2022 ; 394 ;; 67.01 ;;
Wed Nov 30 20:09:14 2022 ; 396 ;; 66.92 ;;
Wed Nov 30 20:09:18 2022 ; 401 ;; 67.08 ;;
Wed Nov 30 20:09:46 2022 ; 444 ;; 70.05 ;;
Wed Nov 30 20:09:47 2022 ; 445 ;; 69.89 ;;
Wed Nov 30 20:09:48 2022 ; 446 ;; 69.73 ;;
Wed Nov 30 20:09:49 2022 ; 447 ;; 69.57 ;;
Wed Nov 30 20:09:51 2022 ; 448 ;; 69.42 ;;
Wed Nov 30 20:09:52 2022 ; 449 ;; 69.27 ;;
Wed Nov 30 20:09:53 2022 ; 450 ;; 69.11 ;;
Wed Nov 30 20:09:54 2022 ; 451 ;; 68.96 ;;
Wed Nov 30 20:09:55 2022 ; 452 ;; 68.81 ;;
Wed Nov 30 20:09:56 2022 ; 453 ;; 68.65 ;;
Wed Nov 30 20:09:57 2022 ; 454 ;; 68.5 ;;
Wed Nov 30 20:09:58 2022 ; 455 ;; 68.35 ;;
Wed Nov 30 20:09:59 2022 ; 456 ;; 68.2 ;;
Wed Nov 30 20:10:00 2022 ; 457 ;; 68.05 ;;
Wed Nov 30 20:10:01 2022 ; 458 ;; 67.9 ;;
Wed Nov 30 20:10:02 2022 ; 459 ;; 67.76 ;;
Wed Nov 30 20:10:03 2022 ; 460 ;; 67.61 ;;
Wed Nov 30 20:10:05 2022 ; 461 ;; 67.46 ;;
Wed Nov 30 20:10:06 2022 ; 462 ;; 67.32 ;;
Wed Nov 30 20:10:07 2022 ; 463 ;; 67.17 ;;
Wed Nov 30 20:10:08 2022 ; 464 ;; 67.03 ;;
Wed Nov 30 20:10:09 2022 ; 465 ;; 66.88 ;;
Wed Nov 30 20:10:10 2022 ; 466 ;; 66.74 ;;
Wed Nov 30 20:10:11 2022 ; 467 ;; 66.6 ;;
Wed Nov 30 20:10:12 2022 ; 468 ;; 66.45 ;;
Wed Nov 30 20:10:13 2022 ; 469 ;; 66.31 ;;
Wed Nov 30 20:10:14 2022 ; 470 ;; 66.17 ;;
Wed Nov 30 20:10:15 2022 ; 471 ;; 66.03 ;;
Wed Nov 30 20:10:16 2022 ; 472 ;; 65.89 ;;
Wed Nov 30 20:10:18 2022 ; 473 ;; 65.75 ;;
Wed Nov 30 20:10:19 2022 ; 474 ;; 65.61 ;;
Wed Nov 30 20:10:20 2022 ; 475 ;; 65.47 ;;
Wed Nov 30 20:10:21 2022 ; 476 ;; 65.34 ;;
Wed Nov 30 20:10:22 2022 ; 477 ;; 65.2 ;;
Wed Nov 30 20:10:23 2022 ; 478 ;; 65.06 ;;
Wed Nov 30 20:10:24 2022 ; 479 ;; 64.93 ;;
Wed Nov 30 20:10:25 2022 ; 480 ;; 64.79 ;;
Wed Nov 30 20:10:26 2022 ; 481 ;; 64.66 ;;
Wed Nov 30 20:10:27 2022 ; 482 ;; 64.52 ;;
Wed Nov 30 20:10:28 2022 ; 483 ;; 64.39 ;;
Wed Nov 30 20:10:29 2022 ; 484 ;; 64.26 ;;
Wed Nov 30 20:10:31 2022 ; 485 ;; 64.12 ;;
Wed Nov 30 20:10:32 2022 ; 486 ;; 63.99 ;;
Wed Nov 30 20:10:33 2022 ; 487 ;; 63.86 ;;
Wed Nov 30 20:10:34 2022 ; 488 ;; 63.73 ;;
Wed Nov 30 20:10:35 2022 ; 489 ;; 63.6 ;;
Wed Nov 30 20:10:36 2022 ; 490 ;; 63.47 ;;
Wed Nov 30 20:10:37 2022 ; 491 ;; 63.34 ;;
Wed Nov 30 20:10:38 2022 ; 492 ;; 63.21 ;;
Wed Nov 30 20:10:39 2022 ; 493 ;; 63.08 ;;
Wed Nov 30 20:10:40 2022 ; 494 ;; 62.96 ;;
Wed Nov 30 20:10:42 2022 ; 495 ;; 62.83 ;;
Wed Nov 30 20:10:43 2022 ; 496 ;; 62.7 ;;
Wed Nov 30 20:10:44 2022 ; 497 ;; 62.58 ;;
Wed Nov 30 20:10:45 2022 ; 498 ;; 62.45 ;;
Wed Nov 30 20:10:46 2022 ; 499 ;; 62.32 ;;
Wed Nov 30 20:10:47 2022 ; 500 ;; 62.2 ;;
Wed Nov 30 20:10:48 2022 ; 501 ;; 62.08 ;;
Wed Nov 30 20:10:49 2022 ; 502 ;; 61.95 ;;
Wed Nov 30 20:10:50 2022 ; 503 ;; 61.83 ;;
Wed Nov 30 20:10:51 2022 ; 504 ;; 61.71 ;;
Wed Nov 30 20:10:52 2022 ; 505 ;; 61.58 ;;
Wed Nov 30 20:10:53 2022 ; 506 ;; 61.46 ;;
Wed Nov 30 20:10:55 2022 ; 507 ;; 61.34 ;;
Wed Nov 30 20:10:56 2022 ; 508 ;; 61.22 ;;
Wed Nov 30 20:10:57 2022 ; 509 ;; 61.1 ;;
Wed Nov 30 20:10:58 2022 ; 510 ;; 60.98 ;;
Wed Nov 30 20:10:59 2022 ; 511 ;; 60.86 ;;
Wed Nov 30 20:11:00 2022 ; 512 ;; 60.74 ;;
Wed Nov 30 20:11:01 2022 ; 513 ;; 60.62 ;;
Wed Nov 30 20:11:02 2022 ; 514 ;; 60.51 ;;
Wed Nov 30 20:11:03 2022 ; 515 ;; 60.39 ;;
Wed Nov 30 20:11:04 2022 ; 516 ;; 60.27 ;;
Wed Nov 30 20:11:05 2022 ; 517 ;; 60.15 ;;
Wed Nov 30 20:11:07 2022 ; 518 ;; 60.04 ;;
Wed Nov 30 20:11:08 2022 ; 519 ;; 59.92 ;;
Wed Nov 30 20:11:09 2022 ; 520 ;; 59.81 ;;
Wed Nov 30 20:11:10 2022 ; 521 ;; 59.69 ;;
Wed Nov 30 20:11:11 2022 ; 522 ;; 59.58 ;;
Wed Nov 30 20:11:12 2022 ; 523 ;; 59.46 ;;
Wed Nov 30 20:11:13 2022 ; 524 ;; 59.35 ;;
Wed Nov 30 20:11:14 2022 ; 525 ;; 59.24 ;;
Wed Nov 30 20:11:15 2022 ; 526 ;; 59.13 ;;
Wed Nov 30 20:11:16 2022 ; 527 ;; 59.01 ;;
Wed Nov 30 20:11:18 2022 ; 528 ;; 58.9 ;;
Wed Nov 30 20:11:19 2022 ; 529 ;; 58.79 ;;
Wed Nov 30 20:11:20 2022 ; 530 ;; 58.68 ;;
Wed Nov 30 20:11:21 2022 ; 531 ;; 58.57 ;;
Wed Nov 30 20:11:22 2022 ; 532 ;; 58.46 ;;
Wed Nov 30 20:11:23 2022 ; 533 ;; 58.35 ;;
Wed Nov 30 20:11:24 2022 ; 534 ;; 58.24 ;;
Wed Nov 30 20:11:25 2022 ; 535 ;; 58.13 ;;
Wed Nov 30 20:11:26 2022 ; 536 ;; 58.02 ;;
Wed Nov 30 20:11:27 2022 ; 537 ;; 57.91 ;;
Wed Nov 30 20:11:28 2022 ; 538 ;; 57.81 ;;
Wed Nov 30 20:11:30 2022 ; 539 ;; 57.7 ;;
Wed Nov 30 20:11:31 2022 ; 540 ;; 57.59 ;;
Wed Nov 30 20:11:32 2022 ; 541 ;; 57.49 ;;
Wed Nov 30 20:11:33 2022 ; 542 ;; 57.38 ;;
Wed Nov 30 20:11:34 2022 ; 543 ;; 57.27 ;;
Wed Nov 30 20:11:35 2022 ; 544 ;; 57.17 ;;
Wed Nov 30 20:11:36 2022 ; 545 ;; 57.06 ;;
Wed Nov 30 20:11:37 2022 ; 546 ;; 56.96 ;;
Wed Nov 30 20:11:39 2022 ; 547 ;; 56.86 ;;
Wed Nov 30 20:11:40 2022 ; 548 ;; 56.75 ;;
Wed Nov 30 20:11:41 2022 ; 549 ;; 56.65 ;;
Wed Nov 30 20:11:42 2022 ; 550 ;; 56.55 ;;
Wed Nov 30 20:11:43 2022 ; 551 ;; 56.44 ;;
Wed Nov 30 20:11:44 2022 ; 552 ;; 56.34 ;;
Wed Nov 30 20:11:45 2022 ; 553 ;; 56.24 ;;
Wed Nov 30 20:11:46 2022 ; 554 ;; 56.14 ;;
Wed Nov 30 20:11:47 2022 ; 555 ;; 56.04 ;;
Wed Nov 30 20:11:48 2022 ; 556 ;; 55.94 ;;
Wed Nov 30 20:11:50 2022 ; 557 ;; 55.83 ;;
Wed Nov 30 20:11:51 2022 ; 558 ;; 55.73 ;;
Wed Nov 30 20:11:52 2022 ; 559 ;; 55.64 ;;
Wed Nov 30 20:11:53 2022 ; 560 ;; 55.54 ;;
Wed Nov 30 20:11:54 2022 ; 561 ;; 55.44 ;;
Wed Nov 30 20:11:55 2022 ; 562 ;; 55.34 ;;
Wed Nov 30 20:11:56 2022 ; 563 ;; 55.24 ;;
Wed Nov 30 20:11:57 2022 ; 564 ;; 55.14 ;;
Wed Nov 30 20:11:58 2022 ; 565 ;; 55.04 ;;
Wed Nov 30 20:11:59 2022 ; 566 ;; 54.95 ;;
Wed Nov 30 20:12:00 2022 ; 567 ;; 54.85 ;;
Wed Nov 30 20:12:01 2022 ; 568 ;; 54.75 ;;
Wed Nov 30 20:12:03 2022 ; 569 ;; 54.66 ;;
Wed Nov 30 20:12:04 2022 ; 570 ;; 54.56 ;;
Wed Nov 30 20:12:05 2022 ; 571 ;; 54.47 ;;
Wed Nov 30 20:12:06 2022 ; 572 ;; 54.37 ;;
Wed Nov 30 20:12:07 2022 ; 573 ;; 54.28 ;;
Wed Nov 30 20:12:08 2022 ; 574 ;; 54.18 ;;
Wed Nov 30 20:12:09 2022 ; 575 ;; 54.09 ;;
Wed Nov 30 20:12:10 2022 ; 576 ;; 53.99 ;;
Wed Nov 30 20:12:11 2022 ; 577 ;; 53.9 ;;
Wed Nov 30 20:12:12 2022 ; 578 ;; 53.81 ;;
Wed Nov 30 20:12:14 2022 ; 579 ;; 53.71 ;;
Wed Nov 30 20:12:15 2022 ; 580 ;; 53.62 ;;
Wed Nov 30 20:12:16 2022 ; 581 ;; 53.53 ;;
Wed Nov 30 20:12:17 2022 ; 582 ;; 53.44 ;;
Wed Nov 30 20:12:18 2022 ; 583 ;; 53.34 ;;
Wed Nov 30 20:12:19 2022 ; 584 ;; 53.25 ;;
Wed Nov 30 20:12:20 2022 ; 585 ;; 53.16 ;;
Wed Nov 30 20:12:21 2022 ; 586 ;; 53.07 ;;
Wed Nov 30 20:12:22 2022 ; 587 ;; 52.98 ;;
Wed Nov 30 20:12:23 2022 ; 588 ;; 52.89 ;;
Wed Nov 30 20:12:24 2022 ; 589 ;; 52.8 ;;
Wed Nov 30 20:12:26 2022 ; 590 ;; 52.71 ;;
Wed Nov 30 20:12:27 2022 ; 591 ;; 52.62 ;;
Wed Nov 30 20:12:28 2022 ; 592 ;; 52.53 ;;
Wed Nov 30 20:12:29 2022 ; 593 ;; 52.45 ;;
Wed Nov 30 20:12:30 2022 ; 594 ;; 52.36 ;;
Wed Nov 30 20:12:31 2022 ; 595 ;; 52.27 ;;
Wed Nov 30 20:12:32 2022 ; 596 ;; 52.18 ;;
Wed Nov 30 20:12:33 2022 ; 597 ;; 52.09 ;;
Wed Nov 30 20:12:34 2022 ; 598 ;; 52.01 ;;
Wed Nov 30 20:12:35 2022 ; 599 ;; 51.92 ;;
Wed Nov 30 20:12:36 2022 ; 600 ;; 51.83 ;;
Wed Nov 30 20:12:37 2022 ; 601 ;; 51.75 ;;
Wed Nov 30 20:12:39 2022 ; 602 ;; 51.66 ;;
Wed Nov 30 20:12:40 2022 ; 603 ;; 51.58 ;;
Wed Nov 30 20:12:41 2022 ; 604 ;; 51.49 ;;
Wed Nov 30 20:12:42 2022 ; 605 ;; 51.4 ;;
Wed Nov 30 20:12:43 2022 ; 606 ;; 51.32 ;;
Wed Nov 30 20:12:44 2022 ; 607 ;; 51.24 ;;
Wed Nov 30 20:12:45 2022 ; 608 ;; 51.15 ;;
Wed Nov 30 20:12:46 2022 ; 609 ;; 51.07 ;;
Wed Nov 30 20:12:47 2022 ; 610 ;; 50.98 ;;
Wed Nov 30 20:12:48 2022 ; 611 ;; 50.9 ;;
Wed Nov 30 20:12:49 2022 ; 612 ;; 50.82 ;;
Wed Nov 30 20:12:50 2022 ; 613 ;; 50.73 ;;
Wed Nov 30 20:12:52 2022 ; 614 ;; 50.65 ;;
Wed Nov 30 20:12:53 2022 ; 615 ;; 50.57 ;;
Wed Nov 30 20:12:54 2022 ; 616 ;; 50.49 ;;
Wed Nov 30 20:12:55 2022 ; 617 ;; 50.41 ;;
Wed Nov 30 20:12:56 2022 ; 618 ;; 50.32 ;;
Wed Nov 30 20:12:57 2022 ; 619 ;; 50.24 ;;
Wed Nov 30 20:12:58 2022 ; 620 ;; 50.16 ;;
Wed Nov 30 20:12:59 2022 ; 621 ;; 50.08 ;;
Wed Nov 30 20:13:01 2022 ; 622 ;; 50.0 ;;
Wed Nov 30 20:13:02 2022 ; 623 ;; 49.92 ;;
Wed Nov 30 20:13:03 2022 ; 624 ;; 49.84 ;;
Wed Nov 30 20:13:04 2022 ; 625 ;; 49.76 ;;
Wed Nov 30 20:13:05 2022 ; 626 ;; 49.68 ;;
Wed Nov 30 20:13:06 2022 ; 627 ;; 49.6 ;;
Wed Nov 30 20:13:07 2022 ; 628 ;; 49.52 ;;
Wed Nov 30 20:13:08 2022 ; 629 ;; 49.44 ;;
Wed Nov 30 20:13:09 2022 ; 630 ;; 49.37 ;;
Wed Nov 30 20:13:10 2022 ; 631 ;; 49.29 ;;
Wed Nov 30 20:13:11 2022 ; 632 ;; 49.21 ;;
Wed Nov 30 20:13:13 2022 ; 633 ;; 49.13 ;;
Wed Nov 30 20:13:14 2022 ; 634 ;; 49.05 ;;
Wed Nov 30 20:13:15 2022 ; 635 ;; 48.98 ;;
Wed Nov 30 20:13:16 2022 ; 636 ;; 48.9 ;;
Wed Nov 30 20:13:17 2022 ; 637 ;; 48.82 ;;
Wed Nov 30 20:13:18 2022 ; 638 ;; 48.75 ;;
Wed Nov 30 20:13:19 2022 ; 639 ;; 48.67 ;;
Wed Nov 30 20:13:20 2022 ; 640 ;; 48.59 ;;
Wed Nov 30 20:13:21 2022 ; 641 ;; 48.52 ;;
Wed Nov 30 20:13:22 2022 ; 642 ;; 48.44 ;;
Wed Nov 30 20:13:23 2022 ; 643 ;; 48.37 ;;
Wed Nov 30 20:13:25 2022 ; 644 ;; 48.29 ;;
Wed Nov 30 20:13:26 2022 ; 645 ;; 48.22 ;;
Wed Nov 30 20:13:27 2022 ; 646 ;; 48.14 ;;
Wed Nov 30 20:13:28 2022 ; 647 ;; 48.07 ;;
Wed Nov 30 20:13:29 2022 ; 648 ;; 47.99 ;;
Wed Nov 30 20:13:30 2022 ; 649 ;; 47.92 ;;
Wed Nov 30 20:13:31 2022 ; 650 ;; 47.85 ;;
Wed Nov 30 20:13:32 2022 ; 651 ;; 47.77 ;;
Wed Nov 30 20:13:33 2022 ; 652 ;; 47.7 ;;
Wed Nov 30 20:13:34 2022 ; 653 ;; 47.63 ;;
Wed Nov 30 20:13:35 2022 ; 654 ;; 47.55 ;;
Wed Nov 30 20:13:36 2022 ; 655 ;; 47.48 ;;
Wed Nov 30 20:13:37 2022 ; 656 ;; 47.41 ;;
Wed Nov 30 20:13:39 2022 ; 657 ;; 47.34 ;;
Wed Nov 30 20:13:40 2022 ; 658 ;; 47.26 ;;
Wed Nov 30 20:13:41 2022 ; 659 ;; 47.19 ;;
Wed Nov 30 20:13:42 2022 ; 660 ;; 47.12 ;;
Wed Nov 30 20:13:43 2022 ; 661 ;; 47.05 ;;
Wed Nov 30 20:13:44 2022 ; 662 ;; 46.98 ;;
Wed Nov 30 20:13:45 2022 ; 663 ;; 46.91 ;;
Wed Nov 30 20:13:46 2022 ; 664 ;; 46.84 ;;
Wed Nov 30 20:13:47 2022 ; 665 ;; 46.77 ;;
Wed Nov 30 20:13:48 2022 ; 666 ;; 46.7 ;;
Wed Nov 30 20:13:49 2022 ; 667 ;; 46.63 ;;
Wed Nov 30 20:13:50 2022 ; 668 ;; 46.56 ;;
Wed Nov 30 20:13:51 2022 ; 669 ;; 46.49 ;;
Wed Nov 30 20:13:52 2022 ; 670 ;; 46.42 ;;
Wed Nov 30 20:13:54 2022 ; 671 ;; 46.35 ;;
Wed Nov 30 20:13:55 2022 ; 672 ;; 46.28 ;;
Wed Nov 30 20:13:56 2022 ; 673 ;; 46.21 ;;
Wed Nov 30 20:13:57 2022 ; 674 ;; 46.14 ;;
Wed Nov 30 20:13:58 2022 ; 675 ;; 46.07 ;;
Wed Nov 30 20:13:59 2022 ; 676 ;; 46.01 ;;
Wed Nov 30 20:14:00 2022 ; 677 ;; 45.94 ;;
Wed Nov 30 20:14:01 2022 ; 678 ;; 45.87 ;;
Wed Nov 30 20:14:02 2022 ; 679 ;; 45.8 ;;
Wed Nov 30 20:14:03 2022 ; 680 ;; 45.74 ;;
Wed Nov 30 20:14:04 2022 ; 681 ;; 45.67 ;;
Wed Nov 30 20:14:05 2022 ; 682 ;; 45.6 ;;
Wed Nov 30 20:14:06 2022 ; 683 ;; 45.53 ;;
Wed Nov 30 20:14:08 2022
